Timestamp,hash-rate
2016-07-12 00:00:00,1516960.89071344
2016-07-13 00:00:00,1379055.35519404
2016-07-14 00:00:00,1506352.77259656
2016-07-15 00:00:00,1432095.94577842
2016-07-16 00:00:00,1665474.54434972
2016-07-17 00:00:00,1580609.5994147
2016-07-18 00:00:00,1581302.69929601
2016-07-19 00:00:00,1358434.53362342
2016-07-20 00:00:00,1591915.46908995
2016-07-21 00:00:00,1411498.38259309
2016-07-22 00:00:00,1369047.30341735
2016-07-23 00:00:00,1390272.84300522
2016-07-24 00:00:00,1337208.99403555
2016-07-25 00:00:00,1400885.61279915
2016-07-26 00:00:00,1369047.30341735
2016-07-27 00:00:00,1358434.53362342
2016-07-28 00:00:00,1453949.46176882
2016-07-29 00:00:00,1560077.15970815
2016-07-30 00:00:00,1262919.60547802
2016-07-31 00:00:00,1634366.54826568
2016-08-01 00:00:00,1623753.77847174
2016-08-02 00:00:00,1555605.72192362
2016-08-03 00:00:00,1686075.87924624
2016-08-04 00:00:00,1535533.39002783
2016-08-05 00:00:00,1696112.04519414
2016-08-06 00:00:00,1676039.71329835
2016-08-07 00:00:00,1485352.56028836
2016-08-08 00:00:00,1495388.72623625
2016-08-09 00:00:00,1254520.74348679
2016-08-10 00:00:00,1525497.22407993
2016-08-11 00:00:00,1505424.89218414
2016-08-12 00:00:00,1495388.72623625
2016-08-13 00:00:00,1645931.21545466
2016-08-14 00:00:00,1645931.21545466
2016-08-15 00:00:00,1577645.90337332
2016-08-16 00:00:00,1469587.96478611
2016-08-17 00:00:00,1329112.64462273
2016-08-18 00:00:00,1664092.25424309
2016-08-19 00:00:00,1664092.25424309
2016-08-20 00:00:00,1685703.84196053
2016-08-21 00:00:00,1761344.39897158
2016-08-22 00:00:00,1718121.2235367
2016-08-23 00:00:00,1588451.69723204
2016-08-24 00:00:00,1653286.46038437
2016-08-25 00:00:00,1404753.20163378
2016-08-26 00:00:00,1426364.78935122
2016-08-27 00:00:00,1556034.31565588
2016-08-28 00:00:00,1642480.66652565
2016-08-29 00:00:00,1635101.5230873
2016-08-30 00:00:00,1810682.89469399
2016-08-31 00:00:00,1481467.82293144
2016-09-01 00:00:00,1547310.83728395
2016-09-02 00:00:00,1678996.86598897
2016-09-03 00:00:00,1382703.30140268
2016-09-04 00:00:00,1964316.59484984
2016-09-05 00:00:00,1536337.00155853
2016-09-06 00:00:00,1492441.65865686
2016-09-07 00:00:00,1668023.03026355
2016-09-08 00:00:00,1580232.34446021
2016-09-09 00:00:00,1569258.50873479
2016-09-10 00:00:00,1700944.53743981
2016-09-11 00:00:00,1799709.05896857
2016-09-12 00:00:00,1829872.71366204
2016-09-13 00:00:00,1863551.35256379
2016-09-14 00:00:00,1751289.22289128
2016-09-15 00:00:00,1728836.79695677
2016-09-16 00:00:00,1571669.81541525
2016-09-17 00:00:00,1829872.71366204
2016-09-18 00:00:00,1627800.88025151
2016-09-19 00:00:00,1493086.32464449
2016-09-20 00:00:00,1717610.58398952
2016-09-21 00:00:00,1863551.35256379
2016-09-22 00:00:00,1582896.0283825
2016-09-23 00:00:00,1526764.96354624
2016-09-24 00:00:00,1874777.56553105
2016-09-25 00:00:00,2230413.26476147
2016-09-26 00:00:00,1834694.78230379
2016-09-27 00:00:00,2026558.28894994
2016-09-28 00:00:00,1774737.43647687
2016-09-29 00:00:00,1714780.09064995
2016-09-30 00:00:00,1702788.62148456
2016-10-01 00:00:00,1882660.65896533
2016-10-02 00:00:00,1690797.15231918
2016-10-03 00:00:00,1822703.31313841
2016-10-04 00:00:00,1894652.12813071
2016-10-05 00:00:00,2002575.35061917
2016-10-06 00:00:00,1930626.53562686
2016-10-07 00:00:00,1726771.55981533
2016-10-08 00:00:00,2171858.80432592
2016-10-09 00:00:00,2056197.68456892
2016-10-10 00:00:00,1606404.44106947
2016-10-11 00:00:00,1786321.73846925
2016-10-12 00:00:00,1863429.15164058
2016-10-13 00:00:00,1644958.14765514
2016-10-14 00:00:00,1747768.03188358
2016-10-15 00:00:00,1824875.44505492
2016-10-16 00:00:00,1670660.61871225
2016-10-17 00:00:00,1606404.44106947
2016-10-18 00:00:00,1991941.50692614
2016-10-19 00:00:00,1619255.67659802
2016-10-20 00:00:00,1722065.56082647
2016-10-21 00:00:00,2107602.62668314
2016-10-22 00:00:00,1878507.28210418
2016-10-23 00:00:00,1815470.12498659
2016-10-24 00:00:00,1802862.69356308
2016-10-25 00:00:00,1752432.967869
2016-10-26 00:00:00,1752432.967869
2016-10-27 00:00:00,2042403.89060992
2016-10-28 00:00:00,1916329.57637474
2016-10-29 00:00:00,1878507.28210418
2016-10-30 00:00:00,2130655.91057455
2016-10-31 00:00:00,1853292.41925715
2016-11-01 00:00:00,1815470.12498659
2016-11-02 00:00:00,1676788.3793279
2016-11-03 00:00:00,1966759.30206881
2016-11-04 00:00:00,1462462.04512809
2016-11-05 00:00:00,1885928.48644027
2016-11-06 00:00:00,1949214.67726041
2016-11-07 00:00:00,1847956.77194818
2016-11-08 00:00:00,2139073.24972084
2016-11-09 00:00:00,1860614.01011221
2016-11-10 00:00:00,2126416.01155681
2016-11-11 00:00:00,2063129.82073667
2016-11-12 00:00:00,2126416.01155681
2016-11-13 00:00:00,1809985.0574561
2016-11-14 00:00:00,2177044.96421293
2016-11-15 00:00:00,1974529.15358847
2016-11-16 00:00:00,2177044.96421293
2016-11-17 00:00:00,2012500.86808055
2016-11-18 00:00:00,2073243.13718006
2016-11-19 00:00:00,1989192.73972682
2016-11-20 00:00:00,1807083.54524478
2016-11-21 00:00:00,1961175.94057573
2016-11-22 00:00:00,1877125.54312249
2016-11-23 00:00:00,2059234.73760452
2016-11-24 00:00:00,2297377.53038872
2016-11-25 00:00:00,2129276.73548223
2016-11-26 00:00:00,2157293.53463331
2016-11-27 00:00:00,2017209.5388779
2016-11-28 00:00:00,2297377.53038872
2016-11-29 00:00:00,2115268.33590669
2016-11-30 00:00:00,1989192.73972682
2016-12-01 00:00:00,2045226.33802898
2016-12-02 00:00:00,2052749.31684044
2016-12-03 00:00:00,2451895.01733719
2016-12-04 00:00:00,2109770.13119712
2016-12-05 00:00:00,2166790.94555379
2016-12-06 00:00:00,2138280.53837545
2016-12-07 00:00:00,2494660.6281047
2016-12-08 00:00:00,2238066.96349964
2016-12-09 00:00:00,1924452.48453791
2016-12-10 00:00:00,1881686.8737704
2016-12-11 00:00:00,2679978.2747639
2016-12-12 00:00:00,2223811.75991047
2016-12-13 00:00:00,2537426.23887221
2016-12-14 00:00:00,1981473.29889459
2016-12-15 00:00:00,1958064.6377955
2016-12-16 00:00:00,2050571.62855749
2016-12-17 00:00:00,2235585.61008148
2016-12-18 00:00:00,2173914.28290682
2016-12-19 00:00:00,2343510.43263714
2016-12-20 00:00:00,2127660.78752582
2016-12-21 00:00:00,2451435.25519279
2016-12-22 00:00:00,2451435.25519279
2016-12-23 00:00:00,2343510.43263714
2016-12-24 00:00:00,2112242.95573216
2016-12-25 00:00:00,2574777.90954212
2016-12-26 00:00:00,2189332.11470048
2016-12-27 00:00:00,2405181.7598118
2016-12-28 00:00:00,2589949.6705277
2016-12-29 00:00:00,2368856.40597046
2016-12-30 00:00:00,2479403.03824908
2016-12-31 00:00:00,2337271.65389085
2017-01-01 00:00:00,2463610.66220928
2017-01-02 00:00:00,2526780.16636849
2017-01-03 00:00:00,2589949.6705277
2017-01-04 00:00:00,2432025.91012967
2017-01-05 00:00:00,2210932.64557243
2017-01-06 00:00:00,2542572.54240829
2017-01-07 00:00:00,2195140.26953263
2017-01-08 00:00:00,2637326.79864711
2017-01-09 00:00:00,2147763.14141322
2017-01-10 00:00:00,2679581.83959097
2017-01-11 00:00:00,2562350.13410886
2017-01-12 00:00:00,2897297.86405773
2017-01-13 00:00:00,2528855.36111398
2017-01-14 00:00:00,2880550.47756029
2017-01-15 00:00:00,2796813.54507307
2017-01-16 00:00:00,2830308.31806796
2017-01-17 00:00:00,2646087.06659608
2017-01-18 00:00:00,2528855.36111398
2017-01-19 00:00:00,2914045.25055518
2017-01-20 00:00:00,3165256.04801683
2017-01-21 00:00:00,3031276.95603728
2017-01-22 00:00:00,3398969.89226469
2017-01-23 00:00:00,2715269.05186662
2017-01-24 00:00:00,2910612.14912321
2017-01-25 00:00:00,2930146.45884887
2017-01-26 00:00:00,3066886.62692848
2017-01-27 00:00:00,3320832.65336205
2017-01-28 00:00:00,2969215.07830019
2017-01-29 00:00:00,3262229.72418507
2017-01-30 00:00:00,2852009.21994623
2017-01-31 00:00:00,2832474.91022057
2017-02-01 00:00:00,3750587.46732655
2017-02-02 00:00:00,3066886.62692848
2017-02-03 00:00:00,2910612.14912321
2017-02-04 00:00:00,3043000.84286989
2017-02-05 00:00:00,3336807.82080216
2017-02-06 00:00:00,2623276.58868094
2017-02-07 00:00:00,3168918.11912658
2017-02-08 00:00:00,3063987.05557934
2017-02-09 00:00:00,3546669.94789663
2017-02-10 00:00:00,3105959.48099823
2017-02-11 00:00:00,2917083.5666132
2017-02-12 00:00:00,2959055.9920321
2017-02-13 00:00:00,3420752.67163994
2017-02-14 00:00:00,3546669.94789663
2017-02-15 00:00:00,2917083.5666132
2017-02-16 00:00:00,3189904.33183602
2017-02-17 00:00:00,3168918.11912658
2017-02-18 00:00:00,3330515.74407375
2017-02-19 00:00:00,2936112.56385449
2017-02-20 00:00:00,3242870.59291391
2017-02-21 00:00:00,3023757.71501432
2017-02-22 00:00:00,3045669.00280428
2017-02-23 00:00:00,3286693.16849383
2017-02-24 00:00:00,3637273.77313317
2017-02-25 00:00:00,3659185.06092313
2017-02-26 00:00:00,3900209.22661268
2017-02-27 00:00:00,3155225.44175408
2017-02-28 00:00:00,3352427.03186371
2017-03-01 00:00:00,3155225.44175408
2017-03-02 00:00:00,3440072.18302354
2017-03-03 00:00:00,3458650.32318652
2017-03-04 00:00:00,3069265.84971519
2017-03-05 00:00:00,3367030.44707561
2017-03-06 00:00:00,3252505.60193699
2017-03-07 00:00:00,3504460.26124197
2017-03-08 00:00:00,3252505.60193699
2017-03-09 00:00:00,3389935.41610334
2017-03-10 00:00:00,3573175.16832514
2017-03-11 00:00:00,3412840.38513106
2017-03-12 00:00:00,3550270.19929742
2017-03-13 00:00:00,3321220.50902016
2017-03-14 00:00:00,3573175.16832514
2017-03-15 00:00:00,3252505.60193699
2017-03-16 00:00:00,3504460.26124197
2017-03-17 00:00:00,3641704.83720129
2017-03-18 00:00:00,3712647.13922469
2017-03-19 00:00:00,3925474.04529489
2017-03-20 00:00:00,3216051.02506088
2017-03-21 00:00:00,3357935.62910768
2017-03-22 00:00:00,3807236.87525589
2017-03-23 00:00:00,3499820.23315448
2017-03-24 00:00:00,4161948.3853729
2017-03-25 00:00:00,3145108.72303748
2017-03-26 00:00:00,3925474.04529489
2017-03-27 00:00:00,3121461.28902967
2017-03-28 00:00:00,3665352.27120909
2017-03-29 00:00:00,3263345.89307648
2017-03-30 00:00:00,4073274.03319987
2017-03-31 00:00:00,3352999.96635355
2017-04-01 00:00:00,3278488.85599014
2017-04-02 00:00:00,3924251.81247304
2017-04-03 00:00:00,4371318.47465352
2017-04-04 00:00:00,3104629.59847551
2017-04-05 00:00:00,4023599.95962426
2017-04-06 00:00:00,3651044.4078072
2017-04-07 00:00:00,4023599.95962426
2017-04-08 00:00:00,3402674.03992916
2017-04-09 00:00:00,3949088.84926085
2017-04-10 00:00:00,3675881.444595
2017-04-11 00:00:00,4147785.14356328
2017-04-12 00:00:00,3526859.22386818
2017-04-13 00:00:00,3287972.00662321
2017-04-14 00:00:00,3598646.52693406
2017-04-15 00:00:00,3909321.04724491
2017-04-16 00:00:00,3779873.33044872
2017-04-17 00:00:00,3572756.98357482
2017-04-18 00:00:00,3779873.33044872
2017-04-19 00:00:00,3702204.70037101
2017-04-20 00:00:00,3598646.52693406
2017-04-21 00:00:00,4323553.74099272
2017-04-22 00:00:00,3753983.78708949
2017-04-23 00:00:00,3961100.13396339
2017-04-24 00:00:00,3210303.37654549
2017-04-25 00:00:00,3831652.4171672
2017-04-26 00:00:00,3961100.13396339
2017-04-27 00:00:00,3814281.63369607
2017-04-28 00:00:00,3528859.19852154
2017-04-29 00:00:00,4488916.48047225
2017-04-30 00:00:00,3918071.61012318
2017-05-01 00:00:00,3892124.1160164
2017-05-02 00:00:00,4099704.06887061
2017-05-03 00:00:00,3425069.22209443
2017-05-04 00:00:00,4359179.00993837
2017-05-05 00:00:00,3347226.73977411
2017-05-06 00:00:00,4359179.00993837
2017-05-07 00:00:00,4333231.51583159
2017-05-08 00:00:00,4670548.93921968
2017-05-09 00:00:00,4021861.58655028
2017-05-10 00:00:00,4119773.00240534
2017-05-11 00:00:00,3757901.04949136
2017-05-12 00:00:00,4286790.82682718
2017-05-13 00:00:00,4398136.0431084
2017-05-14 00:00:00,4565153.86753024
2017-05-15 00:00:00,4732171.69195208
2017-05-16 00:00:00,3674392.13728044
2017-05-17 00:00:00,4314627.13089748
2017-05-18 00:00:00,3952755.1779835
2017-05-19 00:00:00,4565153.86753024
2017-05-20 00:00:00,4592990.17160055
2017-05-21 00:00:00,4091936.69833503
2017-05-22 00:00:00,4064100.39426473
2017-05-23 00:00:00,4976737.78165219
2017-05-24 00:00:00,4562009.63318118
2017-05-25 00:00:00,4828620.58576969
2017-05-26 00:00:00,4532386.19400468
2017-05-27 00:00:00,4976737.78165219
2017-05-28 00:00:00,4887867.46412269
2017-05-29 00:00:00,4473139.31565167
2017-05-30 00:00:00,5302595.6125937
2017-05-31 00:00:00,4858244.02494618
2017-06-01 00:00:00,5035984.6600052
2017-06-02 00:00:00,4325022.11976917
2017-06-03 00:00:00,5687700.32188822
2017-06-04 00:00:00,5432357.04184814
2017-06-05 00:00:00,5533581.08610618
2017-06-06 00:00:00,5094943.56098801
2017-06-07 00:00:00,5567322.4341922
2017-06-08 00:00:00,5567322.4341922
2017-06-09 00:00:00,5094943.56098801
2017-06-10 00:00:00,4757530.08012788
2017-06-11 00:00:00,4926236.82055794
2017-06-12 00:00:00,4959978.16864396
2017-06-13 00:00:00,4757530.08012788
2017-06-14 00:00:00,4723788.73204186
2017-06-15 00:00:00,5162426.25716004
2017-06-16 00:00:00,4993719.51672997
2017-06-17 00:00:00,5129905.64429561
2017-06-18 00:00:00,5129905.64429561
2017-06-19 00:00:00,5342177.6019906
2017-06-20 00:00:00,4882255.02698479
2017-06-21 00:00:00,4953012.34621645
2017-06-22 00:00:00,4917633.68660062
2017-06-23 00:00:00,5660585.53853309
2017-06-24 00:00:00,5165284.30391144
2017-06-25 00:00:00,4316196.47313148
2017-06-26 00:00:00,5023769.66544811
2017-06-27 00:00:00,4634604.40967396
2017-06-28 00:00:00,5554449.55968559
2017-06-29 00:00:00,4245439.15389981
2017-06-30 00:00:00,5448313.58083809
2017-07-01 00:00:00,5802100.17699641
2017-07-02 00:00:00,6622798.79067395
2017-07-03 00:00:00,5988701.03412006
2017-07-04 00:00:00,5389830.93070805
2017-07-05 00:00:00,5248920.31814053
2017-07-06 00:00:00,5002326.74614734
2017-07-07 00:00:00,5213692.66499864
2017-07-08 00:00:00,5812562.76841065
2017-07-09 00:00:00,4861416.13357982
2017-07-10 00:00:00,6939847.66895089
2017-07-11 00:00:00,6094383.99354571
2017-07-12 00:00:00,6235294.60611324
2017-07-13 00:00:00,5530741.54327559
2017-07-14 00:00:00,5559049.84406697
2017-07-15 00:00:00,5079131.8719173
2017-07-16 00:00:00,6518885.7883663
2017-07-17 00:00:00,5918988.32317922
2017-07-18 00:00:00,6598872.11705791
2017-07-19 00:00:00,5958981.48752502
2017-07-20 00:00:00,6478892.62402049
2017-07-21 00:00:00,6158947.30925405
2017-07-22 00:00:00,6398906.29532888
2017-07-23 00:00:00,6878824.26747855
2017-07-24 00:00:00,7118783.25355338
2017-07-25 00:00:00,5918988.32317922
2017-07-26 00:00:00,5878995.15883341
2017-07-27 00:00:00,6585327.48529789
2017-07-28 00:00:00,6414280.01814729
2017-07-29 00:00:00,6713613.08566083
2017-07-30 00:00:00,6285994.41778435
2017-07-31 00:00:00,6200470.68420905
2017-08-01 00:00:00,6371518.15135964
2017-08-02 00:00:00,6499803.75172259
2017-08-03 00:00:00,5901137.61669551
2017-08-04 00:00:00,7654374.1549891
2017-08-05 00:00:00,7568850.42141381
2017-08-06 00:00:00,5986661.3502708
2017-08-07 00:00:00,6542565.61851024
2017-08-08 00:00:00,7012946.15317437
2017-08-09 00:00:00,6333394.73736857
2017-08-10 00:00:00,6149818.07831441
2017-08-11 00:00:00,6608759.72594982
2017-08-12 00:00:00,6195712.24307795
2017-08-13 00:00:00,6792336.38500398
2017-08-14 00:00:00,5966241.41926025
2017-08-15 00:00:00,6975913.04405814
2017-08-16 00:00:00,5966241.41926025
2017-08-17 00:00:00,8215055.49267373
2017-08-18 00:00:00,6838230.54976752
2017-08-19 00:00:00,6930018.8792946
2017-08-20 00:00:00,5966241.41926025
2017-08-21 00:00:00,5277828.94780714
2017-08-22 00:00:00,4084580.66395509
2017-08-23 00:00:00,7297172.19740292
2017-08-24 00:00:00,4459277.5076504
2017-08-25 00:00:00,4459277.5076504
2017-08-26 00:00:00,4635882.55745833
2017-08-27 00:00:00,6843445.68005754
2017-08-28 00:00:00,5695512.85630595
2017-08-29 00:00:00,6578538.10534563
2017-08-30 00:00:00,7417412.09193333
2017-08-31 00:00:00,7196655.77967341
2017-09-01 00:00:00,7682319.66664524
2017-09-02 00:00:00,7240807.04212539
2017-09-03 00:00:00,6799294.41760555
2017-09-04 00:00:00,7726470.92909722
2017-09-05 00:00:00,8697798.70304087
2017-09-06 00:00:00,7430760.7659943
2017-09-07 00:00:00,8072925.27663579
2017-09-08 00:00:00,8027056.38301854
2017-09-09 00:00:00,7751843.02131504
2017-09-10 00:00:00,6329907.31918033
2017-09-11 00:00:00,7981187.48940129
2017-09-12 00:00:00,8623352.00004277
2017-09-13 00:00:00,8715089.78727727
2017-09-14 00:00:00,7981187.48940129
2017-09-15 00:00:00,8256400.85110478
2017-09-16 00:00:00,7751843.02131504
2017-09-17 00:00:00,8072925.27663579
2017-09-18 00:00:00,6965995.45167762
2017-09-19 00:00:00,8556655.83040715
2017-09-20 00:00:00,6417491.87280536
2017-09-21 00:00:00,9653662.98815166
2017-09-22 00:00:00,7624199.74632432
2017-09-23 00:00:00,9105159.40927941
2017-09-24 00:00:00,7953301.89364767
2017-09-25 00:00:00,6856294.73590317
2017-09-26 00:00:00,7569349.3884371
2017-09-27 00:00:00,8063002.60942212
2017-09-28 00:00:00,9708513.34603889
2017-09-29 00:00:00,9269710.48294108
2017-09-30 00:00:00,7569349.3884371
2017-10-01 00:00:00,7130546.52533929
2017-10-02 00:00:00,8380132.03961296
2017-10-03 00:00:00,10223761.0883278
2017-10-04 00:00:00,7486251.28872091
2017-10-05 00:00:00,6983443.36634413
2017-10-06 00:00:00,8882939.96198973
2017-10-07 00:00:00,8827072.41505898
2017-10-08 00:00:00,10167893.5413971
2017-10-09 00:00:00,8994675.05585124
2017-10-10 00:00:00,8938807.50892049
2017-10-11 00:00:00,7765589.02337467
2017-10-12 00:00:00,8547734.68040521
2017-10-13 00:00:00,7597986.38258241
2017-10-14 00:00:00,7877324.11723618
2017-10-15 00:00:00,11601113.0653046
2017-10-16 00:00:00,10351762.4275025
2017-10-17 00:00:00,9756833.55235872
2017-10-18 00:00:00,8983426.01467175
2017-10-19 00:00:00,10589733.9775601
2017-10-20 00:00:00,10649226.8650745
2017-10-21 00:00:00,9102411.78970051
2017-10-22 00:00:00,10827705.5276176
2017-10-23 00:00:00,10173283.7649594
2017-10-24 00:00:00,9935312.21490186
2017-10-25 00:00:00,11006184.1901607
2017-10-26 00:00:00,12999790.2869909
2017-10-27 00:00:00,7510989.94359475
2017-10-28 00:00:00,6138789.85774571
2017-10-29 00:00:00,11122042.8010922
2017-10-30 00:00:00,10616495.4010426
2017-10-31 00:00:00,9966505.88669303
2017-11-01 00:00:00,7872095.2293445
2017-11-02 00:00:00,10833158.5724924
2017-11-03 00:00:00,8594305.80084399
2017-11-04 00:00:00,9388737.42949343
2017-11-05 00:00:00,10183169.0581429
2017-11-06 00:00:00,9605400.60094328
2017-11-07 00:00:00,11266484.9153921
2017-11-08 00:00:00,10399832.2295927
2017-11-09 00:00:00,11049821.7439423
2017-11-10 00:00:00,8139094.7449613
2017-11-11 00:00:00,5426063.16330753
2017-11-12 00:00:00,5426063.16330753
2017-11-13 00:00:00,9495610.53578818
2017-11-14 00:00:00,8681701.06129205
2017-11-15 00:00:00,10309520.0102843
2017-11-16 00:00:00,10309520.0102843
2017-11-17 00:00:00,11326906.8534045
2017-11-18 00:00:00,9224307.3776228
2017-11-19 00:00:00,10852126.3266151
2017-11-20 00:00:00,11869513.1697352
2017-11-21 00:00:00,11733861.5906525
2017-11-22 00:00:00,8342572.11358533
2017-11-23 00:00:00,10648648.957991
2017-11-24 00:00:00,9977010.84137572
2017-11-25 00:00:00,10445729.4715075
2017-11-26 00:00:00,10244850.0585939
2017-11-27 00:00:00,11383166.7317709
2017-11-28 00:00:00,10445729.4715075
2017-11-29 00:00:00,11584046.1446846
2017-11-30 00:00:00,11182287.3188573
2017-12-01 00:00:00,12253644.1877299
2017-12-02 00:00:00,10780528.4930301
2017-12-03 00:00:00,11784925.5575982
2017-12-04 00:00:00,12119724.5791208
2017-12-05 00:00:00,11918845.1662072
2017-12-06 00:00:00,14867776.0589056
2017-12-07 00:00:00,11941671.1962486
2017-12-08 00:00:00,12337090.7722833
2017-12-09 00:00:00,13760601.2460083
2017-12-10 00:00:00,12969762.0939389
2017-12-11 00:00:00,13523349.5003875
2017-12-12 00:00:00,12337090.7722833
2017-12-13 00:00:00,14709608.2284917
2017-12-14 00:00:00,14630524.3132847
2017-12-15 00:00:00,13365181.6699736
