,close-1,open-1,high-1,low-1,estimated-transaction-volume-usd-1,n-transactions-1,hash-rate-1,difficulty-1,cost-per-transaction-1,Gold price-1,output-volume-0,trade-volume-1,USD-CNY Price-1,SVI-0,Wikiviews-0
2017-01-20,-6.666919000000007,14.75421300000005,-5.70641599999999,-1.063541999999984,-1590706.600526005,-2228.0,251210.79746164987,0.0,0.7322922964625302,-3.6000000000001364,2588414.22285186,202799.30219999887,0.005300000000000082,18.57471264367816,5719
2017-01-21,28.682834999999955,-6.666922,26.40623699999992,11.351654000000053,-20537669.338010013,-34815.0,-133979.09197954973,0.0,0.7374130379730497,96.7165532879817,1533463.23287315,-4126141.960999999,-0.14659014740108312,18.57471264367816,4105
2017-01-22,-0.7541089999999713,28.684131999999977,9.586142999999993,-1.6292550000000574,4268.52101200819,-26676.0,367692.93622740963,2577624347.080017,0.5042213719171702,0.0,1135726.93181572,-517754.8585000001,0.0,4.0,4347
2017-01-23,-8.423046,-0.7554059999999936,-10.371828999999934,21.35194100000001,-13420629.733390987,-1356.0,-683700.8403980699,53485705201.91998,-1.6102630637176096,-89.3165532879816,1522815.66754358,1177322.296,0.12399014740108338,18.57471264367816,7869
2017-01-24,-28.847942999999987,-8.66218200000003,-4.553728999999976,-29.757745999999997,40945162.801604986,42647.0,195343.09725659015,0.0,-0.6398413972993602,5.400000000000091,1956073.1357115,-3382810.3435000004,0.00509999999999966,18.57471264367816,6783
2017-01-25,7.4585329999999885,-28.60889999999995,-20.746938,1.3232590000000073,28932080.11924401,26550.0,19534.3097256599,0.0,-0.6562425646013699,9.699999999999818,1930677.6361901,5132290.8987,0.0246000000000004,18.57471264367816,6104
2017-01-26,21.830484999999953,7.458625999999981,15.72202399999992,7.760550999999964,-42223327.127666,9028.0,136740.16807960998,0.0,0.09027516015808956,-3.099999999999909,2113175.40297516,-3612262.9658999993,-0.0019000000000000128,18.57471264367816,5788
2017-01-27,1.8284260000000359,21.830484999999953,3.8036860000000843,14.918882000000053,-52027296.514469,-50423.0,253946.0264335703,0.0,1.8412909661155705,27.200000000000045,1800256.1783777,-5339.011300000362,0.0,18.57471264367816,5867
2017-01-28,2.126023000000032,1.8284260000000359,1.0131020000000035,8.523517999999967,-60377050.12314202,-16937.0,-351617.57506186,0.0,-0.19251024378710024,50.11655328798156,1249362.25322994,-289733.5394000001,-0.15179014740108343,18.57471264367816,6059
2017-01-29,-6.311140000000023,2.1262739999999667,0.2758209999999508,-4.810576999999967,21597663.781756997,-4768.0,293014.64588487986,0.0,0.7517628968635206,0.0,1375857.61441291,-3354811.0363,0.0,4.0,4559
2017-01-30,6.469442999999956,-6.319751999999994,-1.405619999999999,-1.2509840000000167,14476408.426698014,5781.0,-410220.5042388402,0.0,-1.1499534955215802,-58.61655328798156,1462181.22228701,138953.05610000016,0.15179014740108343,18.57471264367816,6575
2017-01-31,47.633489000000054,6.4786320000000615,47.632537999999954,8.249252999999953,75349271.17835999,60275.0,-19534.3097256599,0.0,-1.1766064587692107,1.3999999999998636,1791768.77982264,1632336.0860999997,0.0,18.57471264367816,6785
2017-02-01,16.50610299999994,47.632660999999985,15.940566000000103,43.70861400000001,39808988.03657001,42877.0,918112.5571059799,0.0,1.0614624678744207,-14.599999999999909,2078948.61654928,6367281.553,0.0,18.57471264367816,7279
2017-02-02,23.58809000000008,16.50610299999994,24.612199999999916,12.33603800000003,-50938128.00245401,-91001.0,-683700.8403980699,0.0,1.0703838251463802,3.2000000000000455,1851685.6656797,-2371095.5250000004,0.0,18.57471264367816,6503
