,close-1,open-1,high-1,low-1,estimated-transaction-volume-usd-1,n-transactions-1,hash-rate-1,difficulty-1,cost-per-transaction-1,Gold price-1,output-volume-0,trade-volume-1,USD-CNY Price-1,SVI-0,Wikiviews-0
2017-12-08,-412.01263199999994,3112.392208000001,657.8818549999996,668.0066960000004,-466396542.93569946,10175.0,395419.5760347005,0.0,15.904980388600308,-12.200000000000045,2492427.01359836,3501642183.8968997,0.0019000000000000128,18.57471264367816,123795
2017-12-09,-1103.047258999999,-411.219258000001,-901.4594020000004,-463.8207540000003,-862063028.0458403,18307.0,1423510.4737249985,0.0,-3.2314464113320014,-1.7834467120183035,2895169.90410449,-1875883955.1606998,0.10870985259891697,18.57471264367816,55273
2017-12-10,104.24919899999986,-1103.4581289999987,-247.36213599999974,-140.50463800000034,-282735729.90238,-61979.0,-790839.1520693991,0.0,3.778174681436994,0.0,1987675.08041954,-1439270508.6939998,0.0,85.0,49833
2017-12-11,1495.9046830000007,103.84327499999927,1229.9884620000012,2016.7204579999998,611594254.5678601,27178.0,553587.406448599,0.0,11.004184116727004,18.63344671201844,2687922.7701092,740682736.4780998,-0.11130985259891713,18.57471264367816,108907
2017-12-12,782.7849569999998,1516.3476870000013,235.83669199999713,1161.0418900000004,1457605527.1508403,4379.0,-1186258.7281041984,0.0,-5.2874748098309965,-9.150000000000091,3302129.25712413,-318242668.4657998,0.0029000000000003467,18.57471264367816,101337
2017-12-13,-1003.5980459999992,762.3426849999996,54.666519000002154,-689.6214350000009,-974675220.0903101,51602.0,2372517.4562083986,0.0,2.4760888425129934,5.2000000000000455,3267550.70840003,-1389456426.8952003,-0.004100000000000215,18.57471264367816,79883
2017-12-14,45.26740599999903,-1003.5987740000019,-598.5676370000001,464.20412600000054,-1147536664.7954903,66065.0,-79083.91520699859,0.0,-15.429748454662004,-24.40000000000009,2943542.64672682,1031138898.1097001,-0.007799999999999585,18.57471264367816,62363
2017-12-15,1076.5395590000007,43.62065300000177,737.4799590000002,459.20048099999985,611605773.5297499,-84968.0,-1265342.6433111,0.0,17.579664677503004,10.200000000000045,2756649.27952242,-411557815.06369996,-0.000300000000000189,18.57471264367816,50766
2017-12-16,1640.2955559999973,1078.2501109999976,1699.1006930000003,912.2674560000014,-758112891.81527,-41454.0,158167.83041389845,0.0,16.85760916691899,-0.483446712018349,2356102.92275215,471061073.79139996,0.12060985259891677,18.57471264367816,33016
2017-12-17,-367.7042349999974,1640.2452570000023,147.27800599999682,1207.967213,1637118449.2697396,27688.0,1107174.8128972016,0.0,6.5870570577220064,0.0,2389062.95524273,-401820487.22740006,0.0,100.0,32181
2017-12-18,-53.42362200000207,-367.7191559999992,-529.9160969999975,-661.1072300000014,-229086572.11230946,2329.0,2315964.9223861005,127148906225.09009,-5.182168455208995,6.983446712018349,3005751.29995231,67300568.88339996,-0.11350985259891733,18.57471264367816,54379
2017-12-19,-1256.1871460000002,-53.42211099999986,-125.38522000000012,-1263.474158000001,-962324296.3872299,-15617.0,-3910728.285154801,155059641737.9099,-19.612764985406002,-19.399999999999864,1984897.72988431,207679864.77800012,-0.011699999999999378,18.57471264367816,60352
2017-12-20,-1207.117366999999,-1252.502235,-1215.370074999999,-1181.5124449999985,1542441710.02773,-8345.0,-372450.3128719013,0.0,2.564027445812002,22.199999999999818,2227875.17809013,342749698.0483999,-0.026200000000000223,18.57471264367816,59920
2017-12-21,-822.6916369999999,-1210.8100270000032,-596.7594360000003,-566.4231110000001,-1683338600.4709902,-34795.0,-372450.31287189946,0.0,15.79393089418501,9.400000000000091,1791086.42938149,204802420.55780005,0.006199999999999761,18.57471264367816,54466
2017-12-22,-1565.1820179999995,-822.4854739999992,-1427.676730000001,-4281.392301,369089388.3049998,45166.0,2141589.2990134005,0.0,-9.462517716789009,28.200000000000045,1901698.95018698,-490202204.0299001,-0.007299999999999862,18.57471264367816,54479
2017-12-23,528.1119099999996,-1565.3791059999985,-27.035337000001164,2974.8713239999997,-1753963911.90582,-72437.0,-1489801.2514875997,0.0,9.408071781402,-47.38344671201844,1781229.26358255,62652021.58060002,0.15250985259891703,18.57471264367816,36579
2017-12-24,-472.8864130000002,528.1104899999991,-1043.693609,-1137.4921350000004,150063109.02470016,-28688.0,1210463.5168337002,0.0,2.2528184756849896,0.0,1427328.52493331,-316260335.4094,0.0,62.0,25229
2017-12-25,-229.3625030000003,-472.82594400000016,-163.06343599999855,735.8040180000007,-7187396.0087099075,-50597.0,-1582913.8297055997,0.0,7.606942135648012,57.183446712018394,1810627.09798568,93834150.84369993,-0.1902098525989171,18.57471264367816,44891
2017-12-26,1860.3447450000003,-229.4231209999998,1517.986132,505.7162900000003,544734378.3445001,18514.0,651788.0475257989,0.0,11.222221476078005,2.2999999999999545,2185221.9005927,-547730507.2076,0.005600000000000271,18.57471264367816,56480
2017-12-27,-397.7663190000003,1857.9211429999996,341.5680649999995,667.7989129999987,1709141691.5903702,60202.0,1303576.0950515997,0.0,-16.004918143303,32.0,2323583.61840243,512392797.3152,0.011499999999999844,18.57471264367816,35020
2017-12-28,-932.8371909999987,-395.34930499999973,-1003.1332500000008,-1001.1394569999993,-1187094234.5620303,-2589.0,-651788.0475257989,0.0,-16.26088867797101,5.100000000000136,2067417.47415757,-98678137.99029994,-0.023399999999999643,18.57471264367816,32036
2017-12-29,98.03224999999838,-932.8304590000007,-391.9368579999991,494.7214070000009,84248414.89484978,48771.0,1489801.2514875997,0.0,-6.586289682461,-24.90000000000009,2311057.65922861,204979350.4728999,-0.026699999999999946,18.57471264367816,27966
2017-12-30,-1894.5080709999984,98.03258300000016,-519.2794160000012,-1615.6368500000008,247931325.08907032,-9417.0,-1676026.407923501,0.0,-17.126167187975994,-71.6834467120184,2243962.34386691,-444976817.9031999,0.22320985259891657,18.57471264367816,20648
2017-12-31,1229.9835019999991,-1895.5452399999995,-319.84535999999935,135.80019600000014,-790629121.0822,-53985.0,1489801.251487501,0.0,18.656027830596997,0.0,1638125.54625127,344540940.171,0.0,46.0,16155
2018-01-01,-473.4400000000005,1231.0203430000001,-358.64382999999907,309.2406439999995,-639245477.6939902,-48665.0,-201769.289841,49475129758.83008,16.657013602925005,90.7834467120183,1683244.82942741,-506204620.33659995,-0.22320985259891657,18.57471264367816,18389
2018-01-02,1355.5914000000012,-473.4400000000005,1386.0100729999995,129.98670400000083,846120905.1517901,99223.0,1439959.7076622993,8555849507.169922,-21.69316189208901,-3.7999999999999545,2536938.59565949,-339683093.2988,-0.013400000000000745,18.57471264367816,34560
2018-01-03,380.85859999999957,1355.5904620000001,121.79157099999975,1585.897073,-452153710.27665997,54983.0,-1343962.393818099,0.0,-11.380017071813,3.400000000000091,2816884.6123767,704542109.8986,0.009700000000000486,18.57471264367816,40642
2018-01-04,1.6951399999998102,381.17606200000046,5.012065000000803,-363.3642950000012,1072950555.90273,29045.0,1055970.4522856995,0.0,-1.9351613910349954,-21.40000000000009,2737825.46133858,-305315645.68140006,-0.009700000000000486,18.57471264367816,37235
2018-01-05,1807.1304370000016,1.3784429999996064,1737.8061730000009,623.4627309999996,776436882.7974496,-82301.0,-2399932.846103899,0.0,13.872139620642997,25.90000000000009,2921230.73442498,251651492.61580014,-0.0045999999999999375,18.57471264367816,32955
2018-01-06,178.63946799999758,1806.169007999999,63.138818999999785,1427.2137520000015,-947752149.9322796,16140.0,2399932.846103899,0.0,15.360329405579009,-94.88344671201844,2979615.08569416,318250820.37319994,0.24120985259891725,18.57471264367816,30874
2018-01-07,-959.1790779999992,179.60116200000266,-62.326664000000164,-490.33904299999995,1072534314.5668402,9340.0,-575983.8830650002,0.0,-7.77594244640801,0.0,2757179.42461305,-723715552.1904,0.0,44.0,28271
2018-01-08,-1177.5559670000002,-958.8356000000022,-861.1193350000012,-1813.9072410000008,-765363705.29112,-22515.0,383989.2553767003,0.0,0.7279892612230014,90.08344671201849,2520926.89168333,-41677092.863000035,-0.23010985259891736,18.57471264367816,40064
2018-01-09,-578.0884839999999,-1174.0691339999994,-925.0204580000009,234.1202030000004,-156314233.83276033,14593.0,-191994.62768840045,0.0,-7.3075354415749985,-13.800000000000182,2246011.72906948,758803286.4860001,0.029900000000000482,18.57471264367816,41489
2018-01-10,467.6742269999995,-581.9336000000003,-466.27000599999883,-728.2822990000004,-258236007.20367002,-12872.0,191994.62768840045,0.0,-1.305595379480991,8.200000000000045,2162979.76075194,-506424922.8540001,-0.021600000000000286,18.57471264367816,49062
2018-01-11,-1571.4957429999995,467.60632500000065,80.76113199999963,-642.2004809999999,52340458.93969011,-9434.0,2591927.473792201,0.0,12.103793042747995,-38.399999999999864,1858450.48095441,354877976.8592,-0.012299999999999756,18.57471264367816,36625
2018-01-12,502.6366159999998,-1571.4131280000001,-850.3999999999996,88.45528100000047,-532262818.87074995,-37868.0,-1439959.7076623999,0.0,2.9973229783820017,-14.800000000000182,1779515.71814438,2760538.0067999363,-0.03479999999999972,18.57471264367816,32988
2018-01-13,383.4887770000005,502.6366159999998,426.50294199999917,902.0581149999998,-629107763.4444399,-34356.0,-586232.7505058013,203117723286.12012,-1.0364571636409892,-31.283446712018304,1365097.69524724,-528135248.6049999,0.26890985259891664,18.57471264367816,20534
2018-01-14,-547.1816250000011,382.5552069999994,-203.48863999999958,-696.6866580000005,75984540.73152971,-30690.0,664481.4408224002,93593460729.87988,13.451263567152978,43.683446712018394,1269172.79926966,-236604294.66620004,0.0,54.0,17864
2018-01-15,-73.94474199999968,-546.2480459999988,-41.74539299999924,325.43257900000026,143245539.02125025,38578.0,-553734.5340186004,0.0,-20.868567313380993,-25.700000000000045,1497810.16814616,13838347.399500012,-0.2928098525989169,18.57471264367816,26923
2018-01-16,-2185.5168699999995,-73.9445940000005,-693.8389090000001,-3438.6811620000008,488547267.3134999,30102.0,996722.1612334009,0.0,-17.545731342557005,-3.2999999999999545,2889286.58911247,64184592.67110002,0.006899999999999906,18.57471264367816,36107
2018-01-17,-214.44215599999916,-2185.732317,-1820.4881440000008,-845.9646669999984,-360503478.49819994,12046.0,885975.2544297986,0.0,-10.423747908040397,-9.799999999999955,2469526.1942497,2393280682.0687,-0.009699999999999598,18.57471264367816,42533
2018-01-18,119.73885999999948,-205.8168659999992,346.3151510000007,1559.7491199999986,-147779277.29386997,-6276.0,664481.4408222996,0.0,11.887379190301402,4.599999999999909,2156724.2005386,88132230.38709974,-0.014000000000000234,18.57471264367816,29780
2018-01-19,248.90512899999885,111.32889799999975,-111.58203300000059,363.26225800000066,-222446465.13554,-65876.0,-885975.2544297986,0.0,16.236720677913,-26.200000000000045,1953499.50915421,-1334698950.0742,-0.016300000000000203,18.57471264367816,23859
2018-01-20,1224.513954,248.90509099999872,977.7150259999999,461.09249400000044,42609210.227180004,-3008.0,1439709.7884484008,0.0,16.658941257486006,16.716553287981696,1460377.69958238,-730177794.0749998,0.325909852598917,18.57471264367816,16433
2018-01-21,-1258.781391999999,1224.513954,-224.68450800000028,-411.62719500000094,-754946664.19433,-24989.0,996722.1612333991,0.0,10.29777174693399,0.0,1108525.07146823,21431387.76699996,0.0,36.0,14054
2018-01-22,-733.8178960000005,-1258.8276379999988,-910.9916720000001,-1071.8928049999995,398544755.25756,29940.0,-2214938.136074301,0.0,-39.07302500311799,123.6834467120184,1525531.99580504,-50196590.12140012,-0.3246098525989165,18.57471264367816,25069
2018-01-23,68.05320299999948,-735.8134229999996,-492.1848609999997,-82.03690800000004,-332110836.15994,26374.0,1107469.0680371001,0.0,-10.764827735946497,63.299999999999955,1539514.45965906,289995705.7895,-0.000600000000000378,18.57471264367816,20307
2018-01-24,547.4525600000015,70.09576899999956,106.81949600000007,519.8022259999998,140081821.41051984,-21513.0,-110746.90680370107,0.0,10.770010695710496,-6.0,1502763.71387053,-42006059.51069999,-0.03469999999999995,18.57471264367816,20963
2018-01-25,-246.17737400000078,549.701599,221.36214199999995,377.99499900000046,96770105.48834014,-13843.0,953692.9673213027,232737385114.37012,-3.951669201838996,27.90000000000009,1357490.31663831,-346602604.91639996,-0.0461999999999998,18.57471264367816,20665
2018-01-26,-47.86421599999994,-248.42712500000016,-87.5950869999997,-560.3703170000008,688520626.3139298,-16121.0,-388199.02338179946,142492276600.62988,3.1740771635309954,-14.200000000000045,1702177.3888899,-173004380.16110003,-0.0037000000000002586,18.57471264367816,17277
2018-01-27,329.23463000000083,-47.86429700000008,-14.591064000000188,554.419468,-1485893372.75626,-26881.0,258799.3489211984,0.0,15.653540458885004,-194.6834467120184,1363301.06797615,426274717.6695,0.4098098525989169,18.57471264367816,12085
2018-01-28,259.7871079999986,329.23463000000083,372.03771400000005,504.69570300000123,603520892.6258101,19868.0,129399.67446060106,0.0,-8.451136779161999,0.0,3128906.09631923,-456662566.199,0.0,39.0,11913
2018-01-29,-531.4845189999996,259.7871079999986,-191.31059599999935,-350.02373799999987,-143688105.64021015,18730.0,-1293996.7446059994,0.0,-18.7627543618608,198.08344671201849,1941048.85270316,-24059197.955199957,-0.3924098525989166,18.57471264367816,18377
2018-01-30,-1172.5292790000003,-531.533895999999,-619.5358159999996,-1259.3833520000007,43519149.16559005,4433.0,2458593.8147514984,0.0,5.193161853902794,-23.600000000000136,2359671.26612013,-102209092.60660005,-0.013600000000000279,18.57471264367816,18539
2018-01-31,118.18209899999965,-1172.4802280000004,-856.2324690000005,-149.52171400000043,-241789388.52451992,-32333.0,-6469983.723030301,0.0,-21.212860654027907,1.0,1785708.48638844,698209693.8412,-0.03509999999999991,18.57471264367816,23166
2018-02-01,-1091.8719549999987,118.18179099999907,-132.2132789999996,-1142.9963669999997,1009811281.0527298,53388.0,5564186.001806,0.0,1.8107610599004005,22.299999999999955,2190613.27516081,-374150456.01479995,0.010699999999999932,18.57471264367816,24795
2018-02-02,-199.97287200000028,-1092.53269,-1087.6273110000002,-829.75,203419344.00469017,-21746.0,1035197.3956849016,0.0,4.0154588098939,24.90000000000009,1460796.37959501,663589911.6544999,0.0019000000000000128,18.57471264367816,27252
2018-02-03,415.6219600000004,-199.31034699999873,398.5310449999997,539.1479129999998,-1348314968.6717901,-41027.0,-1293996.7446061,0.0,11.179454058465211,-222.6834467120184,910042.479216002,756269599.1536,0.42850985259891683,18.57471264367816,20668
2018-02-04,-1034.538555000001,415.62080400000013,-131.50215200000093,-301.0924020000002,216289394.6424799,-21204.0,2587993.4892120995,0.0,19.49150868193739,0.0,972248.504667276,-1402110391.6672997,0.0,46.0,19948
2018-02-05,-1289.9406479999998,-1036.1305090000005,-1011.1599229999993,-1279.916886,265116549.09704018,42676.0,905797.7212243006,0.0,-28.59554387573769,217.48344671201835,1848912.71449762,110530771.55239987,-0.4399098525989169,18.57471264367816,33650
2018-02-06,801.4785220000003,-1288.3486940000003,-402.54165900000044,-661.1841949999998,-29576970.329620123,27757.0,354201.5441081971,4792887074.060059,-24.483017838861905,11.400000000000091,1914332.61631062,890003507.9178,-0.006700000000000372,18.57471264367816,30039
2018-02-07,-128.1993190000003,801.4785220000003,701.7602860000006,1303.540919,-269310361.97085,-30401.0,-4144124.107413497,266804047122.93994,6.414855162831493,-10.400000000000091,1160111.91246949,1318500097.2753003,-0.01389999999999958,18.57471264367816,21567
2018-02-08,672.6973309999994,-128.1993190000003,-13.722810000001118,347.85465100000056,108229672.72065997,-40430.0,-1429008.312901102,0.0,11.066773774418309,8.799999999999955,1171509.55403524,-1593311002.1385002,0.057599999999999874,18.57471264367816,21085
2018-02-09,449.73341600000094,672.6973309999994,91.87187900000026,180.9862119999998,-132592061.77328992,4571.0,571603.3251603991,0.0,1.0631567807601954,1.6000000000001364,1144162.67234831,-414097955.2254,-0.030100000000000016,18.57471264367816,22483
2018-02-10,-149.6007470000004,450.6072600000007,371.10511600000063,410.95090100000016,-609723381.44144,3923.0,1143206.650321003,0.0,9.273945102337407,-228.88344671201844,1537986.39994014,-151359682.44720006,0.433009852598917,18.57471264367816,15219
2018-02-11,-471.63926999999967,-150.47459100000015,-535.1570929999998,-312.37953600000037,-291853584.246259,-34575.0,1143206.6503208987,0.0,17.87661895272319,0.0,1398605.05384881,-70715859.45519996,0.0,26.0,14565
2018-02-12,801.8046369999993,-471.63926999999967,422.5419299999994,220.7165270000005,850920357.634499,39710.0,2143512.4693517983,0.0,-10.034993156295101,236.48344671201835,1674741.82471679,-320348040.5078,-0.40240985259891726,18.57471264367816,20137
2018-02-13,-359.68513600000006,801.8046369999993,-49.320621999999275,305.79589599999963,-310729769.80780005,-3934.0,-285801.66258019954,0.0,0.3633460294552009,-6.2999999999999545,1315762.89938924,129655844.16779995,0.013500000000000512,18.57471264367816,19654
2018-02-14,972.7500680000012,-359.68513600000006,588.9386940000004,138.2125070000002,66671765.80695009,13433.0,2143512.469351802,0.0,5.782309458883901,3.7999999999999545,1557016.97897317,-255471068.11039996,0.007200000000000095,18.57471264367816,18805
2018-02-15,540.509700999999,972.5089280000011,730.1400589999994,839.1848580000005,-59422464.020420074,1766.0,-6859239.901925702,0.0,-21.133834968514094,-6.7000000000000455,1418774.18366198,405825602.15999997,0.0,18.57471264367816,21559
2018-02-16,152.55710100000033,540.7508409999991,59.48787099999936,370.9089989999993,-206848947.3171699,-10445.0,3715421.6135431007,0.0,23.34534092367609,-12.099999999999909,1102895.65944928,381922520.6171,0.0,18.57471264367816,17030
2018-02-17,923.2130269999998,153.4367170000005,832.9629100000002,330.9381460000004,-204126636.75942802,-13949.0,-1143206.6503209993,0.0,9.230866552679004,-215.1834467120184,1473900.18968141,-547909660.9211,0.38170985259891665,18.57471264367816,13166
2018-02-18,-726.6864299999997,922.3335349999998,159.72815400000036,107.14202599999953,31288226.02230394,-14294.0,1857710.8067714982,0.0,23.13587244406301,213.2834467120183,1639023.58066962,243054249.48420012,0.0,23.0,10389
2018-02-19,765.1703209999996,-726.6717019999996,-37.210290999999415,149.26346399999966,356667179.9536241,27872.0,0.0,0.0,-17.126151438403014,-2.2999999999999545,1789525.59119401,230865831.60399985,-0.38170985259891665,18.57471264367816,13307
2018-02-20,86.41010300000016,765.1554419999993,515.8401249999988,755.0135620000001,249475846.28557992,11088.0,-2070736.0029214993,93179103328.97998,-17.753906399551994,3.2000000000000455,1268017.87932992,-357771078.8555999,0.0,18.57471264367816,26099
2018-02-21,-777.3240349999996,86.59350700000141,-500.1347829999995,-819.0683809999991,82188002.91281009,6746.0,4185940.160639502,39530528685.02002,8.215419514131,-13.700000000000045,1325803.33981783,394455818.06859994,0.0,18.57471264367816,11335
2018-02-22,-624.5172079999993,-777.5074120000008,-351.0814250000003,-522.6047859999999,987025420.8259499,-21966.0,-2989957.2575996034,0.0,-6.609211355469,-1.2000000000000455,1494875.80154908,268383635.589,0.0017999999999993577,18.57471264367816,11019
2018-02-23,328.068874999999,-624.5172519999996,-530.2794149999991,-129.87514100000044,-816448381.6179199,1958.0,-149497.86287999898,0.0,-2.5226651647879947,-1.7999999999999545,1010312.59585165,-198719174.3255999,-0.012699999999999712,18.57471264367816,9067
2018-02-24,-469.02244299999984,328.0689399999992,122.62410999999884,-221.70823100000052,-61179613.80357003,-30659.0,-448493.5886400007,0.0,18.189019220084987,-197.48344671201835,746134.753556644,-266480202.67620015,0.392609852598917,18.57471264367816,7042
2018-02-25,-101.86410099999921,-469.0224679999992,-659.4646949999988,-73.49786499999936,-956041486.9176841,-9665.0,3886944.434879601,0.0,21.401269700106013,0.0,605383.320573031,-174370744.01160002,0.0,19.0,12238
2018-02-26,712.6000279999989,-99.26930700000048,594.6216329999988,97.6764519999997,350598715.940444,41605.0,-4484935.8863995,0.0,-47.944560371830505,197.2834467120183,845197.491744043,-409525544.4202999,-0.4139098525989171,18.57471264367816,14366
2018-02-27,252.39998000000014,710.0053700000008,395.75817199999983,742.7343899999996,385601694.89747,33150.0,2840459.3947197013,0.0,2.397775485144493,0.0,945506.24596197,400195589.6014999,0.001000000000000334,18.57471264367816,15607
2018-02-28,-243.47065699999985,261.2246299999988,193.86151299999983,120.48034499999994,670289743.18539,-30401.0,-747489.3143999018,0.0,15.198523518065002,-2.5,1383087.97303506,-154817750.05739987,0.014100000000000001,18.57471264367816,12635
2018-03-01,590.6613649999999,-252.29522799999904,31.495030000000042,-41.040344999999434,-124832063.16131997,44521.0,1494978.6287997998,0.0,-18.045904567557997,-0.1999999999998181,1322629.8780573,61413829.0539999,0.027099999999999902,18.57471264367816,9393
2018-03-02,122.92141300000003,590.6610810000002,78.83968200000163,554.1069090000001,-703564761.92886,-38671.0,-1345480.7659197971,0.0,17.736031030646004,5.7999999999999545,975776.272764159,-131271022.05699992,-0.012800000000000367,18.57471264367816,18595
2018-03-03,413.90244800000073,122.92227300000013,345.1169299999983,242.5258529999992,-268966741.70006,-18049.0,3587948.7091195993,0.0,33.456333193391984,-200.38344671201844,789724.28937326,-117783158.03280008,0.38450985259891723,18.57471264367816,6361
2018-03-04,33.36233899999934,413.90185399999973,2.833648000001631,38.33723800000007,-6470288.014590025,-16793.0,-4783931.612159502,0.0,-14.556983145220983,0.0,623927.249627926,-14003201.174999952,0.0,19.0,6973
2018-03-05,-52.22212600000057,33.371101999999155,153.20105499999954,345.27599700000064,534994742.8469099,41207.0,2247276.0246993005,226197533938.20996,-23.17936109008201,217.88344671201844,902570.350973113,-102984560.23940003,-0.380409852598917,18.57471264367816,8735
2018-03-06,-706.4357679999994,-52.23108200000024,-233.9240890000001,-835.273502,-259998593.70607996,4578.0,1145038.3766212016,57024588387.79004,-2.5042450548199895,20.0,939487.073907465,71630687.19920003,-0.039699999999999847,18.57471264367816,21173
2018-03-07,-807.784517,-706.4400260000002,-526.4554680000001,-1126.5368330000001,319261751.4774802,7962.0,163576.91094589978,0.0,-7.7909776180081,-29.0,931240.743174634,395133867.3450999,0.015699999999999825,18.57471264367816,17197
2018-03-08,-609.6484240000009,-807.058336,-790.1493009999995,-359.37940700000036,-231849567.10327005,-17556.0,817884.5547293983,0.0,3.058187199904097,-13.799999999999955,1018318.34934711,567369610.5833001,0.01670000000000016,18.57471264367816,8786
2018-03-09,-40.76710800000001,-610.381632999999,-691.3988050000007,-707.511708,445520987.55781984,1758.0,-2617230.575134199,0.0,-17.2180159146356,5.7999999999999545,1207455.65594262,-343078711.7686,-0.009700000000000486,18.57471264367816,8126
2018-03-10,-461.28418299999976,-41.00924400000076,100.4311030000008,353.52240399999937,-838906080.2042899,-41952.0,-981461.4656753018,0.0,21.233888991641592,-200.88344671201844,625890.068493036,660111595.4649999,0.39740985259891737,18.57471264367816,5800
2018-03-11,740.7020920000014,-461.030761,245.396553999999,-230.89617499999986,-16914655.124248028,-5344.0,2126499.8422964998,0.0,11.253248536002005,0.0,784076.104283849,-1096719282.4248,0.0,19.0,10048
2018-03-12,-419.73581600000034,740.702048000001,132.17234300000018,287.3992240000007,138332807.37190795,37510.0,1308615.2875671014,0.0,-14.507584430356005,200.2834467120183,1019469.31707031,410956919.4017999,-0.39990985259891687,18.57471264367816,10862
2018-03-13,37.19040599999971,-419.7352950000004,-411.9690439999995,70.54551899999933,300840326.5272002,7746.0,-490730.73283769935,0.0,-6.78626250451579,26.0,1602213.51617503,-40056481.856999874,-0.008399999999999963,18.57471264367816,10493
2018-03-14,-944.608988,37.18794100000014,-126.9033840000011,-908.8082259999992,-114130135.00825024,-5098.0,-2290076.753242299,0.0,-9.070792081545008,5.2000000000000455,1039106.57555746,-155863053.9972,-0.0036000000000004917,18.57471264367816,9510
2018-03-15,56.82953400000042,-944.9758189999993,-940.027571999999,-265.143067,-117379375.3649199,15144.0,0.0,0.0,-14.532498419462101,25.90000000000009,1948801.68887794,238068780.09959984,0.004100000000000215,18.57471264367816,9968
2018-03-16,13.152771999999459,57.198279999998704,194.10911300000043,236.70661199999995,-241227320.26132703,-19207.0,1962922.9313506,0.0,15.664651528384809,9.5,1047182.67814447,53274895.89779997,0.012900000000000134,18.57471264367816,9067
2018-03-17,-395.8082860000004,13.152845000000525,-260.1826260000016,-169.97108000000026,-247044894.66162097,-32483.0,-1145038.3766212016,0.0,10.8439875309368,-266.88344671201844,2430655.81800346,-429861734.3979999,0.394909852598917,18.57471264367816,5733
2018-03-18,318.0287520000011,-396.9114470000004,-39.15735799999857,-422.31686399999944,107912650.17409897,9905.0,1617751.5654523,91092133740.93018,-8.7540143242381,0.0,1620373.97024439,-189523356.38779998,0.0,18.0,7285
2018-03-19,398.60422899999867,319.13070400000106,416.4608709999993,796.1071059999995,304998630.6918491,27127.0,688495.6634805016,80844268695.06982,-4.129534790502902,271.38344671201844,1333185.15969478,689950601.2498001,-0.39770985259891667,18.57471264367816,20257
2018-03-20,306.4321830000008,398.5894499999995,324.63017000000036,203.0600000000004,-127286714.78889811,3640.0,-4819469.644363601,0.0,-13.331100320106103,-0.5,1115427.34148066,-120441046.75380015,0.0017999999999993577,18.57471264367816,13383
2018-03-21,-2.7476210000004357,306.45002399999976,123.23983000000044,428.51918399999886,50203183.88267803,-322.0,4303097.896753199,0.0,17.288896970027807,17.799999999999955,931832.735855926,-294196924.02339995,-0.010799999999999699,18.57471264367816,17418
2018-03-22,-188.2382149999994,-2.749246999999741,-81.35528000000158,-254.7291839999998,-54717723.74429393,-9659.0,-1549115.2428310998,0.0,-3.5691885007079094,4.400000000000091,1103657.68492115,-179408181.71500003,0.011800000000000033,18.57471264367816,23138
2018-03-23,204.51862299999993,-188.23983000000044,-169.95471999999972,-221.20553899999868,-48479916.0365181,-5369.0,-1721239.1587013006,0.0,-6.067903531526397,7.2999999999999545,980288.452038435,65956482.02850008,-0.019000000000000128,18.57471264367816,18664
2018-03-24,-384.4496650000001,206.09034600000086,82.11000000000058,230.82793299999867,-318353770.5583949,-22731.0,3958850.065012902,0.0,33.4468438849829,-300.38344671201844,785311.529439133,-61948303.11250007,0.4139098525989171,18.57471264367816,6294
2018-03-25,6939.3161191208,6528.947985541443,6901.046759902809,6423.990202200981,277321346.50407994,-21813.0,-3614602.233272601,0.0,-4.534039888718993,0.0,814756.224998199,-163850755.15999997,0.0,17.0,4960
2018-03-26,-7022.8851801208,-6914.967985541443,-7230.046759902809,-6556.182596200981,119379116.66394699,52576.0,2581858.738051899,0.0,-25.9539303253016,295.0834467120185,1678498.60550847,-141327108.278,-0.4565098525989173,18.57471264367816,14856
2018-03-27,-305.5809390000004,-83.26000000000022,-178.04000000000087,-521.7782129999996,-72771467.71198702,-785.0,344247.8317402005,0.0,-1.1050432548477005,2.8999999999998636,1073046.59589624,415286599.02,0.009700000000000486,18.57471264367816,12930
2018-03-28,-349.13837499999954,-305.1300000000001,-281.9399999999987,-101.7379289999999,-93505087.97134495,-9544.0,-2926106.5697920993,0.0,-5.5840132543915075,-5.899999999999864,1166089.64722756,-173066007.79499996,0.014800000000000146,18.57471264367816,19903
2018-03-29,140.76165800000035,-349.34000000000015,-119.39403000000038,-21.91750300000058,266591057.50100195,14890.0,2926106.5697920993,0.0,-0.382096195268403,-8.800000000000182,846121.875065866,-232197632.5638001,-0.008100000000000662,18.57471264367816,10614
2018-03-30,-853.8232830000006,140.2034389999999,-133.6028299999998,-814.6476419999999,101592859.91454005,-6471.0,1721239.1587013006,0.0,-0.013453344983687998,-283.2834467120183,1280581.95943046,639386567.9808002,-0.014499999999999957,18.57471264367816,9954
2018-03-31,-231.85053699999935,-853.8134389999996,-682.4219290000001,-317.4060159999999,-663349078.08787,-37323.0,-5852213.139584299,0.0,0.8234027643644879,0.0,898889.563274104,230512953.82439995,0.4546098525989173,18.57471264367816,5932
2018-04-01,79.58873399999993,-231.8606810000001,-73.15735599999971,196.83280400000058,21253920.26118195,-13488.0,6242932.9854553975,31746451487.950195,26.18288906866141,0.0,840298.930345865,-630901688.6340001,0.0,17.0,6324
