Date,Price,Open,High,Low,Vol.,Change %
26-Sep-11,"1,457.00","1,450.90","1,450.90","1,450.90",0.05K,0.39%
27-Sep-11,"1,451.40","1,461.40","1,467.20","1,461.40",0.01K,-0.36%
28-Sep-11,"1,456.60","1,450.50","1,450.50","1,450.50",0.07K,0.84%
29-Sep-11,"1,444.40","1,430.60","1,430.80","1,430.60",0.02K,0.07%
30-Sep-11,"1,443.40","1,436.90","1,436.90","1,436.90",0.05K,0.05%
3-Oct-11,"1,442.70","1,428.00","1,433.00","1,428.00",0.02K,1.35%
4-Oct-11,"1,423.55","1,421.25","1,426.65","1,412.85",-,-2.64%
5-Oct-11,"1,462.10","1,465.50","1,465.50","1,461.90",0.00K,0.91%
6-Oct-11,"1,448.90","1,428.60","1,428.60","1,428.60",0.07K,1.34%
7-Oct-11,"1,429.70","1,444.00","1,444.00","1,424.40",0.01K,-1.60%
10-Oct-11,"1,452.90","1,451.00","1,451.00","1,445.70",0.06K,0.16%
11-Oct-11,"1,450.60","1,444.50","1,444.50","1,444.50",0.06K,-0.23%
12-Oct-11,"1,453.90","1,441.90","1,445.40","1,440.50",0.04K,-0.24%
13-Oct-11,"1,457.40","1,461.30","1,473.90","1,448.70",0.09K,0.03%
14-Oct-11,"1,457.00","1,439.10","1,449.60","1,439.00",0.01K,1.25%
17-Oct-11,"1,439.00","1,444.00","1,444.00","1,419.60",0.02K,0.21%
18-Oct-11,"1,436.00","1,419.10","1,428.70","1,417.40",0.41K,3.22%
19-Oct-11,"1,391.20","1,382.10","1,382.10","1,382.10",0.09K,-0.26%
20-Oct-11,"1,394.80","1,379.70","1,394.50","1,379.70",0.18K,0.56%
21-Oct-11,"1,387.00","1,379.70","1,384.20","1,379.70",0.02K,-0.14%
24-Oct-11,"1,388.90","1,389.20","1,389.20","1,379.80",0.04K,0.06%
25-Oct-11,"1,388.10","1,378.30","1,378.70","1,378.30",0.00K,0.50%
26-Oct-11,"1,381.20","1,373.80","1,373.80","1,373.80",0.01K,0.35%
27-Oct-11,"1,376.40","1,369.00","1,369.00","1,369.00",1.01K,0.15%
28-Oct-11,"1,374.30","1,378.00","1,378.00","1,367.00",0.01K,-1.08%
31-Oct-11,"1,389.30","1,388.50","1,388.50","1,382.40",0.05K,0.25%
1-Nov-11,"1,385.90","1,370.00","1,370.00","1,370.00",0.09K,0.60%
2-Nov-11,"1,377.60","1,376.60","1,376.60","1,368.80",0.16K,0.27%
3-Nov-11,"1,373.90","1,366.50","1,366.50","1,366.50",0.03K,0.07%
4-Nov-11,"1,372.90","1,356.50","1,356.50","1,356.50",0.07K,1.13%
7-Nov-11,"1,357.50","1,342.90","1,347.80","1,342.90",0.22K,1.20%
8-Nov-11,"1,341.40","1,332.40","1,332.40","1,332.40",0.33K,1.12%
9-Nov-11,"1,326.50","1,327.80","1,327.80","1,327.80",0.00K,0.24%
10-Nov-11,"1,323.30","1,322.60","1,322.60","1,322.60",0.12K,2.98%
11-Nov-11,"1,284.95","1,284.25","1,286.85","1,283.25",-,0.06%
14-Nov-11,"1,284.15","1,284.20","1,285.15","1,283.65",-,-3.45%
15-Nov-11,"1,330.10","1,329.20","1,329.20","1,329.20",0.00K,-0.13%
16-Nov-11,"1,331.80","1,328.40","1,328.40","1,328.40",0.00K,0.79%
17-Nov-11,"1,321.30","1,321.30","1,321.30","1,321.30",0.02K,0.09%
18-Nov-11,"1,320.10","1,320.10","1,320.10","1,320.10",0.10K,-0.31%
21-Nov-11,"1,324.20","1,324.20","1,324.20","1,324.20",0.08K,0.13%
22-Nov-11,"1,322.50","1,322.50","1,322.50","1,322.50",0.21K,-0.80%
23-Nov-11,"1,333.10","1,333.10","1,333.10","1,333.10",0.11K,-0.85%
25-Nov-11,"1,344.50","1,344.50","1,344.50","1,344.50",0.06K,0.08%
28-Nov-11,"1,343.40","1,343.40","1,343.40","1,343.40",0.20K,-0.50%
29-Nov-11,"1,350.20","1,350.20","1,350.20","1,350.20",0.12K,0.97%
30-Nov-11,"1,337.20","1,337.20","1,337.20","1,337.20",0.05K,0.16%
1-Dec-11,"1,335.10","1,335.10","1,335.10","1,335.10",0.04K,0.28%
2-Dec-11,"1,331.40","1,338.00","1,338.00","1,338.00",0.05K,-0.33%
5-Dec-11,"1,335.80","1,335.80","1,335.80","1,335.80",0.12K,0.13%
6-Dec-11,"1,334.00","1,334.00","1,334.00","1,334.00",0.01K,0.17%
7-Dec-11,"1,331.70","1,331.70","1,331.70","1,331.70",0.02K,0.72%
8-Dec-11,"1,322.20","1,323.00","1,323.00","1,323.00",0.00K,-0.90%
9-Dec-11,"1,334.20","1,334.20","1,334.20","1,334.20",0.26K,-0.11%
12-Dec-11,"1,335.70","1,335.70","1,335.70","1,335.70",0.21K,0.31%
13-Dec-11,"1,331.60","1,331.60","1,331.60","1,331.60",0.14K,-0.57%
14-Dec-11,"1,339.20","1,339.20","1,339.20","1,339.20",0.38K,0.68%
15-Dec-11,"1,330.20","1,330.20","1,330.20","1,330.20",0.00K,0.02%
16-Dec-11,"1,329.90","1,329.90","1,329.90","1,329.90",0.15K,0.46%
19-Dec-11,"1,323.80","1,323.80","1,323.80","1,323.80",0.01K,-0.35%
20-Dec-11,"1,328.50","1,328.50","1,328.50","1,328.50",0.00K,3.96%
21-Dec-11,"1,277.90","1,277.90","1,277.90","1,277.90",-,-3.69%
22-Dec-11,"1,326.90","1,326.90","1,326.90","1,326.90",0.08K,-0.05%
23-Dec-11,"1,327.60","1,327.60","1,327.60","1,327.60",0.06K,-0.04%
27-Dec-11,"1,328.10","1,329.10","1,329.10","1,329.00",0.05K,-1.07%
28-Dec-11,"1,342.40","1,342.40","1,342.40","1,342.40",0.02K,-0.29%
29-Dec-11,"1,346.30","1,346.30","1,346.30","1,346.30",0.23K,0.22%
30-Dec-11,"1,343.40","1,356.60","1,356.60","1,356.60",0.00K,-1.50%
3-Jan-12,"1,363.90","1,363.90","1,363.90","1,363.90",0.08K,0.40%
4-Jan-12,"1,358.40","1,358.40","1,358.40","1,358.40",0.00K,0.48%
5-Jan-12,"1,351.90","1,351.90","1,351.90","1,351.90",0.00K,0.50%
6-Jan-12,"1,345.20","1,345.20","1,345.20","1,345.20",0.05K,0.13%
9-Jan-12,"1,343.50","1,343.50","1,343.50","1,343.50",0.04K,-0.04%
10-Jan-12,"1,344.00","1,344.00","1,344.00","1,344.00",0.05K,0.01%
11-Jan-12,"1,343.90","1,340.80","1,343.20","1,340.80",0.00K,0.09%
12-Jan-12,"1,342.70","1,342.70","1,342.70","1,342.70",0.03K,-0.25%
13-Jan-12,"1,346.00","1,354.10","1,354.10","1,354.10",0.00K,0.27%
17-Jan-12,"1,342.40","1,348.00","1,348.00","1,342.20",0.01K,-1.57%
18-Jan-12,"1,363.80","1,363.80","1,363.80","1,363.80",0.04K,-0.40%
19-Jan-12,"1,369.30","1,369.30","1,369.30","1,369.30",0.01K,-0.64%
20-Jan-12,"1,378.10","1,378.10","1,378.10","1,378.10",0.10K,0.64%
23-Jan-12,"1,369.30","1,368.20","1,368.20","1,368.20",0.03K,0.35%
24-Jan-12,"1,364.50","1,364.50","1,364.50","1,364.50",0.12K,0.37%
25-Jan-12,"1,359.50","1,359.50","1,359.50","1,359.50",0.02K,-0.38%
26-Jan-12,"1,364.70","1,364.70","1,364.70","1,364.70",0.00K,0.39%
27-Jan-12,"1,359.40","1,359.40","1,359.40","1,359.40",0.01K,-0.09%
30-Jan-12,"1,360.60","1,360.60","1,360.60","1,360.60",0.01K,0.57%
31-Jan-12,"1,352.90","1,352.90","1,352.90","1,352.90",0.23K,-1.11%
1-Feb-12,"1,368.10","1,368.10","1,368.10","1,368.10",0.02K,0.85%
2-Feb-12,"1,356.60","1,356.60","1,356.60","1,356.60",0.08K,0.49%
3-Feb-12,"1,350.00","1,350.00","1,350.00","1,350.00",0.00K,-0.63%
6-Feb-12,"1,358.50","1,358.50","1,358.50","1,358.50",0.00K,1.01%
7-Feb-12,"1,344.90","1,344.90","1,344.90","1,344.90",0.04K,-0.12%
8-Feb-12,"1,346.50","1,346.50","1,346.50","1,346.50",0.00K,0.22%
9-Feb-12,"1,343.50","1,343.50","1,343.50","1,343.50",0.00K,-0.21%
10-Feb-12,"1,346.30","1,346.30","1,346.30","1,346.30",0.02K,-0.88%
13-Feb-12,"1,358.30","1,358.30","1,358.30","1,358.30",0.13K,-1.24%
14-Feb-12,"1,375.30","1,374.00","1,374.00","1,374.00",0.01K,-0.38%
15-Feb-12,"1,380.50","1,380.50","1,380.50","1,380.50",0.00K,-0.53%
16-Feb-12,"1,387.90","1,387.90","1,387.90","1,387.90",0.00K,-0.08%
17-Feb-12,"1,389.00","1,389.00","1,389.00","1,389.00",0.00K,-0.25%
21-Feb-12,"1,392.50","1,392.50","1,392.50","1,392.50",0.02K,0.38%
22-Feb-12,"1,387.20","1,388.00","1,388.00","1,388.00",0.03K,-1.39%
23-Feb-12,"1,406.70","1,406.70","1,406.70","1,406.70",0.15K,0.20%
24-Feb-12,"1,403.90","1,403.90","1,403.90","1,403.90",0.04K,5.59%
27-Feb-12,"1,329.55","1,324.35","1,330.75","1,324.05",-,0.40%
28-Feb-12,"1,324.25","1,324.65","1,324.95","1,323.85",-,-4.12%
29-Feb-12,"1,381.20","1,381.20","1,381.20","1,381.20",0.03K,0.58%
1-Mar-12,"1,373.20","1,373.20","1,373.20","1,373.20",0.07K,-0.10%
2-Mar-12,"1,374.60","1,374.60","1,374.60","1,374.60",0.05K,0.10%
5-Mar-12,"1,373.20","1,373.20","1,373.20","1,373.20",0.00K,0.15%
6-Mar-12,"1,371.20","1,371.20","1,371.20","1,371.20",0.03K,-0.48%
7-Mar-12,"1,377.80","1,377.80","1,377.80","1,377.80",0.05K,0.31%
8-Mar-12,"1,373.60","1,373.60","1,373.60","1,373.60",0.00K,-0.01%
9-Mar-12,"1,373.80","1,373.80","1,373.80","1,373.80",0.00K,-0.35%
12-Mar-12,"1,378.60","1,378.60","1,378.60","1,378.60",0.04K,0.02%
13-Mar-12,"1,378.30","1,378.30","1,378.30","1,378.30",0.00K,-0.20%
14-Mar-12,"1,381.10","1,382.60","1,382.60","1,382.60",0.01K,-0.21%
15-Mar-12,"1,384.00","1,384.00","1,384.00","1,384.00",0.08K,0.59%
16-Mar-12,"1,375.90","1,377.60","1,377.60","1,377.60",0.06K,0.02%
19-Mar-12,"1,375.60","1,375.60","1,375.60","1,375.60",0.20K,0.42%
20-Mar-12,"1,369.80","1,369.80","1,369.80","1,369.80",0.00K,0.43%
21-Mar-12,"1,364.00","1,360.00","1,360.00","1,360.00",0.01K,1.42%
22-Mar-12,"1,344.90","1,344.90","1,344.90","1,344.90",0.05K,-0.33%
23-Mar-12,"1,349.30","1,349.30","1,349.30","1,349.30",0.02K,0.07%
26-Mar-12,"1,348.40","1,348.40","1,348.40","1,348.40",0.15K,5.42%
27-Mar-12,"1,279.05","1,281.95","1,282.95","1,276.15",-,-0.23%
28-Mar-12,"1,282.05","1,281.30","1,282.70","1,280.50",-,-4.90%
29-Mar-12,"1,348.10","1,348.10","1,348.10","1,348.10",0.00K,-0.72%
30-Mar-12,"1,357.90","1,357.90","1,357.90","1,357.90",0.03K,-0.10%
2-Apr-12,"1,359.30","1,359.30","1,359.30","1,359.30",0.00K,0.41%
3-Apr-12,"1,353.70","1,353.70","1,353.70","1,353.70",0.01K,-0.26%
4-Apr-12,"1,357.20","1,357.20","1,357.20","1,357.20",0.40K,0.13%
5-Apr-12,"1,355.40","1,355.40","1,355.40","1,355.40",0.05K,0.18%
9-Apr-12,"1,353.00","1,353.00","1,353.00","1,353.00",0.55K,-0.32%
10-Apr-12,"1,357.30","1,357.30","1,357.30","1,357.30",0.10K,0.46%
11-Apr-12,"1,351.10","1,351.10","1,351.10","1,351.10",0.00K,-0.30%
12-Apr-12,"1,355.20","1,355.20","1,355.20","1,355.20",0.01K,0.31%
13-Apr-12,"1,351.00","1,351.80","1,351.80","1,351.80",0.00K,-0.65%
16-Apr-12,"1,359.80","1,359.80","1,359.80","1,359.80",0.01K,0.76%
17-Apr-12,"1,349.50","1,349.50","1,349.50","1,349.50",0.10K,5.15%
18-Apr-12,"1,283.35","1,284.70","1,284.75","1,282.85",-,-4.73%
19-Apr-12,"1,347.10","1,347.10","1,347.10","1,347.10",0.05K,-0.09%
20-Apr-12,"1,348.30","1,348.30","1,348.30","1,348.30",0.08K,0.13%
23-Apr-12,"1,346.50","1,346.50","1,346.50","1,346.50",0.03K,0.61%
24-Apr-12,"1,338.30","1,343.00","1,343.00","1,343.00",0.00K,5.32%
25-Apr-12,"1,270.75","1,272.50","1,274.55","1,270.65",-,-4.96%
26-Apr-12,"1,337.00","1,337.00","1,337.00","1,337.00",0.03K,1.05%
27-Apr-12,"1,323.10","1,323.10","1,323.10","1,323.10",0.06K,-0.75%
30-Apr-12,"1,333.10","1,333.10","1,333.10","1,333.10",0.01K,0.89%
1-May-12,"1,321.30","1,321.30","1,321.30","1,321.30",0.27K,0.21%
2-May-12,"1,318.50","1,318.50","1,318.50","1,318.50",0.03K,0.08%
3-May-12,"1,317.40","1,317.40","1,317.40","1,317.40",0.01K,0.80%
4-May-12,"1,307.00","1,307.00","1,307.00","1,307.00",0.03K,-0.47%
7-May-12,"1,313.20","1,313.20","1,313.20","1,313.20",0.19K,-0.20%
8-May-12,"1,315.80","1,315.80","1,315.80","1,315.80",0.07K,0.22%
9-May-12,"1,312.90","1,312.90","1,312.90","1,312.90",0.00K,-0.14%
10-May-12,"1,314.80","1,314.80","1,314.80","1,314.80",0.09K,-0.36%
11-May-12,"1,319.50","1,319.50","1,319.50","1,319.50",0.00K,0.71%
14-May-12,"1,310.20","1,313.90","1,313.90","1,309.50",0.00K,0.05%
15-May-12,"1,309.60","1,309.60","1,309.60","1,309.60",0.00K,-0.30%
16-May-12,"1,313.60","1,313.60","1,313.60","1,313.60",0.02K,0.55%
17-May-12,"1,306.40","1,306.40","1,306.40","1,306.40",0.05K,1.06%
18-May-12,"1,292.70","1,289.70","1,289.70","1,289.70",0.00K,-0.33%
21-May-12,"1,297.00","1,297.00","1,297.00","1,297.00",0.00K,0.05%
22-May-12,"1,296.40","1,296.40","1,296.40","1,296.40",0.00K,0.77%
23-May-12,"1,286.50","1,286.50","1,286.50","1,286.50",0.01K,-0.72%
24-May-12,"1,295.80","1,295.80","1,295.80","1,295.80",0.00K,-0.02%
25-May-12,"1,296.10","1,296.10","1,296.10","1,296.10",0.06K,5.55%
29-May-12,"1,228.00","1,226.40","1,229.70","1,225.50",-,-5.60%
30-May-12,"1,300.80","1,300.80","1,300.80","1,300.80",0.34K,0.57%
31-May-12,"1,293.40","1,293.40","1,293.40","1,293.40",0.01K,-0.32%
1-Jun-12,"1,297.50","1,297.50","1,297.50","1,297.50",0.10K,0.20%
4-Jun-12,"1,294.90","1,294.90","1,294.90","1,294.90",0.00K,0.57%
5-Jun-12,"1,287.60","1,287.60","1,287.60","1,287.60",0.01K,0.34%
6-Jun-12,"1,283.20","1,283.20","1,283.20","1,283.20",0.33K,0.67%
7-Jun-12,"1,274.70","1,274.70","1,274.70","1,274.70",0.01K,-0.16%
8-Jun-12,"1,276.80","1,276.80","1,276.80","1,276.80",0.03K,-0.42%
11-Jun-12,"1,282.20","1,282.20","1,282.20","1,282.20",0.08K,-1.32%
12-Jun-12,"1,299.30","1,299.30","1,299.30","1,299.30",0.00K,-0.27%
13-Jun-12,"1,302.80","1,302.80","1,302.80","1,302.80",0.00K,0.18%
14-Jun-12,"1,300.40","1,300.40","1,300.40","1,300.40",0.01K,-0.46%
15-Jun-12,"1,306.40","1,306.40","1,306.40","1,306.40",0.05K,-0.07%
18-Jun-12,"1,307.30","1,307.30","1,307.30","1,307.30",0.00K,-0.37%
19-Jun-12,"1,312.20","1,312.20","1,312.20","1,312.20",0.01K,1.86%
20-Jun-12,"1,288.20","1,291.10","1,291.10","1,291.10",0.00K,-0.82%
21-Jun-12,"1,298.90","1,296.70","1,296.70","1,296.70",0.00K,-0.17%
22-Jun-12,"1,301.10","1,301.10","1,301.10","1,301.10",0.00K,-0.66%
25-Jun-12,"1,309.70","1,309.70","1,309.70","1,309.70",0.05K,0.23%
26-Jun-12,"1,306.70","1,306.70","1,306.70","1,306.70",0.00K,0.09%
27-Jun-12,"1,305.50","1,305.50","1,305.50","1,305.50",0.01K,-0.50%
28-Jun-12,"1,312.00","1,312.00","1,312.00","1,312.00",0.03K,0.94%
29-Jun-12,"1,299.80","1,299.80","1,299.80","1,299.80",0.02K,-0.31%
2-Jul-12,"1,303.80","1,303.80","1,303.80","1,303.80",0.06K,-0.10%
3-Jul-12,"1,305.10","1,305.10","1,305.10","1,305.10",0.17K,0.25%
5-Jul-12,"1,301.90","1,301.90","1,301.90","1,301.90",0.01K,-0.30%
6-Jul-12,"1,305.80","1,305.80","1,305.80","1,305.80",0.05K,0.03%
9-Jul-12,"1,305.40","1,305.40","1,305.40","1,305.40",0.14K,0.70%
10-Jul-12,"1,296.30","1,296.30","1,296.30","1,296.30",0.12K,-0.46%
11-Jul-12,"1,302.30","1,271.20","1,271.20","1,271.20",0.00K,2.73%
12-Jul-12,"1,267.70","1,267.70","1,267.70","1,267.70",0.06K,0.15%
13-Jul-12,"1,265.80","1,265.80","1,265.80","1,265.80",0.01K,0.23%
16-Jul-12,"1,262.90","1,262.90","1,262.90","1,262.90",0.04K,-1.35%
17-Jul-12,"1,280.20","1,280.20","1,280.20","1,280.20",0.01K,0.37%
18-Jul-12,"1,275.50","1,275.50","1,275.50","1,275.50",0.00K,-0.09%
19-Jul-12,"1,276.70","1,276.70","1,276.70","1,276.70",0.08K,-0.31%
20-Jul-12,"1,280.70","1,280.70","1,280.70","1,280.70",0.00K,1.29%
23-Jul-12,"1,264.40","1,264.40","1,264.40","1,264.40",0.18K,-0.34%
24-Jul-12,"1,268.70","1,270.00","1,270.00","1,270.00",0.00K,0.71%
25-Jul-12,"1,259.80","1,260.00","1,260.00","1,260.00",0.00K,-0.94%
26-Jul-12,"1,271.80","1,271.80","1,271.80","1,271.80",0.00K,-0.50%
27-Jul-12,"1,278.20","1,278.20","1,278.20","1,278.20",0.02K,0.06%
30-Jul-12,"1,277.40","1,277.40","1,277.40","1,277.40",0.01K,0.24%
31-Jul-12,"1,274.30","1,274.30","1,274.30","1,274.30",0.04K,-0.79%
1-Aug-12,"1,284.40","1,284.40","1,284.40","1,284.40",0.01K,0.23%
2-Aug-12,"1,281.50","1,281.50","1,281.50","1,281.50",0.01K,0.45%
3-Aug-12,"1,275.70","1,275.70","1,275.70","1,275.70",0.03K,-0.21%
6-Aug-12,"1,278.40","1,278.40","1,278.40","1,278.40",0.04K,0.36%
7-Aug-12,"1,273.80","1,273.80","1,273.80","1,273.80",0.00K,-0.56%
8-Aug-12,"1,281.00","1,281.00","1,281.00","1,281.00",0.02K,-0.23%
9-Aug-12,"1,283.90","1,269.60","1,271.00","1,269.50",0.02K,0.75%
10-Aug-12,"1,274.40","1,274.40","1,274.40","1,274.40",0.02K,0.22%
13-Aug-12,"1,271.60","1,271.60","1,271.60","1,271.60",0.01K,-0.04%
14-Aug-12,"1,272.10","1,272.10","1,272.10","1,272.10",0.00K,-0.28%
15-Aug-12,"1,275.70","1,275.70","1,275.70","1,275.70",0.00K,0.24%
16-Aug-12,"1,272.60","1,266.10","1,271.90","1,266.10",0.01K,0.19%
17-Aug-12,"1,270.20","1,270.20","1,270.20","1,270.20",0.03K,5.30%
20-Aug-12,"1,206.30","1,204.90","1,209.60","1,201.30",-,0.12%
21-Aug-12,"1,204.90","1,206.20","1,206.60","1,204.50",-,-5.70%
22-Aug-12,"1,277.70","1,277.70","1,277.70","1,277.70",0.03K,0.13%
23-Aug-12,"1,276.10","1,276.10","1,276.10","1,276.10",0.01K,-0.56%
24-Aug-12,"1,283.30","1,283.30","1,283.30","1,283.30",0.03K,-0.24%
27-Aug-12,"1,286.40","1,286.40","1,286.40","1,286.40",0.14K,-0.12%
28-Aug-12,"1,288.00","1,288.00","1,288.00","1,288.00",0.15K,0.23%
29-Aug-12,"1,285.00","1,285.00","1,285.00","1,285.00",0.01K,1.56%
30-Aug-12,"1,265.20","1,265.20","1,265.20","1,265.20",0.00K,-0.83%
31-Aug-12,"1,275.80","1,280.20","1,280.20","1,278.20",0.00K,0.24%
4-Sep-12,"1,272.80","1,272.90","1,272.90","1,272.90",0.00K,0.42%
5-Sep-12,"1,267.50","1,266.00","1,266.00","1,266.00",0.00K,0.75%
6-Sep-12,"1,258.10","1,258.10","1,258.10","1,258.10",0.00K,0.01%
7-Sep-12,"1,258.00","1,258.00","1,258.00","1,258.00",0.04K,-0.13%
10-Sep-12,"1,259.70","1,265.80","1,265.80","1,265.80",0.00K,-1.27%
11-Sep-12,"1,275.90","1,273.40","1,273.40","1,273.40",0.00K,0.14%
12-Sep-12,"1,274.10","1,274.10","1,274.10","1,274.10",0.01K,-1.58%
13-Sep-12,"1,294.60","1,294.60","1,294.60","1,294.60",0.08K,-0.09%
14-Sep-12,"1,295.80","1,295.80","1,295.80","1,295.80",0.04K,-0.08%
17-Sep-12,"1,296.80","1,296.80","1,296.80","1,296.80",0.21K,0.20%
18-Sep-12,"1,294.20","1,294.20","1,294.20","1,294.20",0.72K,0.05%
19-Sep-12,"1,293.60","1,302.80","1,305.00","1,298.60",0.01K,-0.45%
20-Sep-12,"1,299.40","1,288.80","1,298.40","1,288.80",0.01K,0.25%
21-Sep-12,"1,296.20","1,308.00","1,308.00","1,308.00",0.00K,-0.60%
24-Sep-12,"1,304.00","1,304.00","1,304.00","1,304.00",1.03K,-0.44%
25-Sep-12,"1,309.80","1,309.80","1,309.80","1,309.80",2.72K,0.16%
26-Sep-12,"1,307.70","1,306.90","1,309.10","1,301.90",0.01K,-0.10%
27-Sep-12,"1,309.00","1,309.00","1,309.00","1,309.00",0.00K,-0.19%
28-Sep-12,"1,311.50","1,311.50","1,311.50","1,311.50",0.00K,-0.39%
1-Oct-12,"1,316.70","1,316.70","1,316.70","1,316.70",0.06K,0.45%
2-Oct-12,"1,310.80","1,310.80","1,310.80","1,310.80",0.04K,0.01%
3-Oct-12,"1,310.70","1,307.60","1,307.60","1,307.60",0.00K,-0.46%
4-Oct-12,"1,316.80","1,316.80","1,316.80","1,316.80",0.15K,0.49%
5-Oct-12,"1,310.40","1,302.00","1,302.00","1,302.00",0.08K,-0.35%
8-Oct-12,"1,315.00","1,315.00","1,315.00","1,315.00",0.00K,0.03%
9-Oct-12,"1,314.60","1,320.00","1,320.00","1,320.00",0.03K,-0.97%
10-Oct-12,"1,327.50","1,327.50","1,327.50","1,327.50",0.00K,-0.11%
11-Oct-12,"1,329.00","1,327.00","1,327.00","1,327.00",0.00K,-0.46%
12-Oct-12,"1,335.20","1,335.20","1,335.20","1,335.20",0.01K,0.16%
15-Oct-12,"1,333.10","1,333.10","1,333.10","1,333.10",0.03K,-0.88%
16-Oct-12,"1,344.90","1,344.90","1,344.90","1,344.90",0.07K,-0.29%
17-Oct-12,"1,348.80","1,348.80","1,348.80","1,348.80",0.04K,0.31%
18-Oct-12,"1,344.60","1,344.60","1,344.60","1,344.60",0.01K,-0.21%
19-Oct-12,"1,347.40","1,347.40","1,347.40","1,347.40",0.01K,7.10%
22-Oct-12,"1,258.10","1,256.20","1,262.40","1,255.30",-,-6.27%
23-Oct-12,"1,342.20","1,342.20","1,342.20","1,342.20",0.04K,0.94%
24-Oct-12,"1,329.70","1,329.70","1,329.70","1,329.70",0.03K,-1.04%
25-Oct-12,"1,343.70","1,343.70","1,343.70","1,343.70",0.05K,0.28%
26-Oct-12,"1,340.00","1,340.00","1,340.00","1,340.00",0.38K,-0.41%
29-Oct-12,"1,345.50","1,345.50","1,345.50","1,345.50",0.01K,-0.33%
30-Oct-12,"1,350.00","1,350.00","1,350.00","1,350.00",0.09K,-0.71%
31-Oct-12,"1,359.60","1,353.70","1,353.70","1,353.70",0.00K,-0.15%
1-Nov-12,"1,361.70","1,365.00","1,365.00","1,365.00",0.00K,0.02%
2-Nov-12,"1,361.40","1,360.00","1,360.00","1,360.00",0.00K,-0.31%
5-Nov-12,"1,365.70","1,376.80","1,376.80","1,376.80",0.00K,-0.28%
6-Nov-12,"1,369.60","1,369.60","1,369.60","1,369.60",0.03K,-0.14%
7-Nov-12,"1,371.50","1,371.50","1,371.50","1,371.50",0.04K,0.13%
8-Nov-12,"1,369.70","1,369.70","1,369.70","1,369.70",0.59K,-2.23%
9-Nov-12,"1,401.00","1,401.00","1,401.00","1,401.00",0.05K,0.51%
12-Nov-12,"1,393.90","1,393.90","1,393.90","1,393.90",0.14K,0.12%
13-Nov-12,"1,392.20","1,392.20","1,392.20","1,392.20",0.15K,-0.27%
14-Nov-12,"1,395.90","1,395.90","1,395.90","1,395.90",0.07K,0.08%
15-Nov-12,"1,394.80","1,394.80","1,394.80","1,394.80",0.65K,0.00%
16-Nov-12,"1,394.80","1,394.80","1,394.80","1,394.80",0.08K,0.06%
19-Nov-12,"1,393.90","1,393.90","1,393.90","1,393.90",0.03K,-0.04%
20-Nov-12,"1,394.50","1,394.50","1,394.50","1,394.50",0.36K,0.36%
21-Nov-12,"1,389.50","1,389.60","1,390.50","1,389.60",0.00K,-0.04%
23-Nov-12,"1,390.10","1,392.40","1,392.40","1,392.40",0.00K,-0.35%
26-Nov-12,"1,395.00","1,395.00","1,395.00","1,395.00",4.08K,-0.12%
27-Nov-12,"1,396.70","1,396.70","1,396.70","1,396.70",50.85K,0.22%
28-Nov-12,"1,393.70","1,393.70","1,393.70","1,393.70",0.08K,7.41%
29-Nov-12,"1,297.60","1,298.40","1,299.70","1,294.70",-,-0.05%
30-Nov-12,"1,298.30","1,299.80","1,299.90","1,296.10",-,-7.48%
3-Dec-12,"1,403.20","1,403.20","1,403.20","1,403.20",0.00K,-0.07%
4-Dec-12,"1,404.20","1,404.20","1,404.20","1,404.20",0.02K,1.08%
5-Dec-12,"1,389.20","1,389.20","1,389.20","1,389.20",0.01K,-0.21%
6-Dec-12,"1,392.10","1,392.10","1,392.10","1,392.10",0.05K,0.07%
7-Dec-12,"1,391.10","1,391.10","1,391.10","1,391.10",0.05K,-0.01%
10-Dec-12,"1,391.30","1,391.30","1,391.30","1,391.30",0.00K,0.09%
11-Dec-12,"1,390.00","1,390.00","1,390.00","1,390.00",0.00K,-0.15%
12-Dec-12,"1,392.10","1,392.10","1,392.10","1,392.10",0.03K,0.17%
13-Dec-12,"1,389.80","1,405.30","1,405.30","1,405.30",0.00K,-1.98%
14-Dec-12,"1,417.90","1,417.90","1,417.90","1,417.90",0.00K,-0.18%
17-Dec-12,"1,420.40","1,420.40","1,420.40","1,420.40",0.00K,-0.12%
18-Dec-12,"1,422.10","1,422.10","1,422.10","1,422.10",0.01K,0.64%
19-Dec-12,"1,413.00","1,413.50","1,413.50","1,413.30",0.03K,-0.06%
20-Dec-12,"1,413.80","1,413.80","1,413.80","1,413.80",0.34K,-0.03%
21-Dec-12,"1,414.20","1,414.20","1,414.20","1,414.20",0.00K,-0.04%
24-Dec-12,"1,414.70","1,414.70","1,414.70","1,414.70",0.04K,0.16%
26-Dec-12,"1,412.40","1,412.40","1,412.40","1,412.40",0.00K,0.51%
27-Dec-12,"1,405.30","1,405.30","1,405.30","1,405.30",0.02K,-0.08%
28-Dec-12,"1,406.40","1,406.40","1,406.40","1,406.40",0.03K,-0.89%
31-Dec-12,"1,419.10","1,419.10","1,419.10","1,419.10",0.05K,-0.32%
2-Jan-13,"1,423.60","1,423.60","1,423.60","1,423.60",0.62K,0.39%
3-Jan-13,"1,418.00","1,418.00","1,418.00","1,418.00",0.01K,-0.34%
4-Jan-13,"1,422.90","1,422.90","1,422.90","1,422.90",0.28K,-0.71%
