,close,open,high,low,estimated-transaction-volume-usd,n-transactions,hash-rate,difficulty,cost-per-transaction,Gold price,output-volume,trade-volume,USD-CNY Price,SVI,Wikiviews
2017-11-04,7402.852602,7170.66,7500.0,7011.37,1400428675.91427,294121.0,9388737.42949343,1452839779145.0,47.393230191163205,1377.3165532879816,5765969.34505611,947883474.7392,6.729909852598917,18.57471264367816,15226
2017-11-05,7383.211826000001,7402.8527810000005,7599.163815000001,7298.846479000001,1346375105.55772,251728.0,10183169.0581429,1452839779145.0,58.55429863243771,1377.3165532879816,6077425.12154975,655029352.6182,6.729909852598917,27.0,14376
2017-11-06,6961.565859,7383.211826000001,7425.957409999999,6933.276666,1629540869.12293,271029.0,9605400.60094328,1452839779145.0,50.9265555068338,1255.9,2782648.58633198,676635331.4235,6.6338,18.57471264367816,22250
2017-11-07,7127.153443000001,6961.351764,7227.249317,6961.351764,1826864277.44738,335636.0,11266484.915392099,1452839779145.0,47.4220752348761,1223.8,3523838.11586761,950261165.832,6.64,18.57471264367816,21738
2017-11-08,7465.937481,7127.23995,7887.99,7070.422353,1888840266.3043,301346.0,10399832.2295927,1452839779145.0,50.658903822967396,1211.4,4267323.33496847,598849173.4176,6.628,18.57471264367816,23326
2017-11-09,7154.705514,7465.944993000001,7472.371778,7066.458087000001,2366841243.84241,341281.0,11049821.7439423,1452839779145.0,48.2026837644186,1229.6,2237809.57165968,1459963138.914,6.6403,18.57471264367816,23276
2017-11-10,6578.086604,7154.524953,7344.104431999999,6430.01,2022293930.14445,271745.0,8139094.744961299,1423367213138.33,46.783092601285,1274.8,2333950.77395925,744943398.2508,6.6414,18.57471264367816,21567
2017-11-11,6351.07,6578.110417,6826.397434,6201.982143,1401933562.52815,197081.0,5426063.16330753,1364422081125.0,44.5760446288334,1377.3165532879816,1676042.19348702,1287567382.7688,6.729909852598917,18.57471264367816,14001
2017-11-12,5880.196368,6355.13,6480.231353,5512.022422,1946782857.0861,183519.0,5426063.16330753,1364422081125.0,51.6532071760938,1377.3165532879816,2076768.80337136,945167102.9634,6.729909852598917,31.0,13809
2017-11-13,6536.501331,5879.327869,6796.585537000001,5848.466788000001,2070829566.4518,309299.0,9495610.53578818,1364422081125.0,51.6366515180724,1276.8,4374153.69981788,1947533099.8032,6.6405,18.57471264367816,23564
2017-11-14,6605.953276,6535.87,6747.413772,6480.900327,1841446048.5940301,271995.0,8681701.06129205,1364422081125.0,53.4432313199225,1291.6,3861149.03692856,1418267494.4152,6.6363,18.57471264367816,22447
2017-11-15,7294.0,6605.953245000001,7347.249151999999,6605.9532340000005,2274507065.3927603,321788.0,10309520.0102843,1364422081125.0,54.848191075234496,1285.9,3422899.06038032,698344946.1996,6.6235,18.57471264367816,19294
2017-11-16,7839.711990000001,7294.0,7980.4272599999995,7129.719494,2257254596.5816,310396.0,10309520.0102843,1364422081125.0,57.9207056414472,1373.6,3817994.31245076,1082315249.2826,6.6307,18.57471264367816,19575
2017-11-17,7680.417343000001,7839.654529,7994.522523000001,7536.111027,2848162964.48163,306617.0,11326906.8534045,1364422081125.0,63.426049013805,1366.6,3818219.59308754,1311892193.3026,6.6267,18.57471264367816,22387
2017-11-18,7777.204129000001,7680.417343000001,7848.415312,7455.911478,1967731645.24613,270874.0,9224307.377622802,1364422081125.0,56.687029931931,1377.3165532879816,2716113.897523,1105961948.686,6.729909852598917,18.57471264367816,15341
2017-11-19,8035.057864,7777.204129000001,8093.648931999999,7685.349294,1585417383.6025,264855.0,10852126.3266151,1364422081125.0,66.41975331279839,1377.3165532879816,5442164.8232234,634448753.4330001,6.729909852598917,27.0,14884
2017-11-20,8242.038537,8035.057931,8285.722713,7956.981204000001,2388363838.52045,336204.0,11869513.169735199,1364422081125.0,61.035790655769,1382.8,4224222.22523215,628384809.3768,6.635,18.57471264367816,24169
2017-11-21,8098.425986,8242.038139,8359.033201,7803.14,2632881286.5975,371091.0,11733861.5906525,1364422081125.0,54.9385824603277,1387.3,3637233.52189773,671161077.7342,6.6296,18.57471264367816,25575
2017-11-22,8242.051059000001,8098.419628000001,8301.223195,8061.734056,2033543436.7307,312033.0,8342572.11358533,1364422081125.0,55.4150040909331,1377.6,3507780.83816063,1159089811.2404,6.6102,18.57471264367816,21439
2017-11-23,8029.540766,8242.051806,8273.653673,8029.540766,2481622640.96218,352207.0,10648648.957991,1364422081125.0,51.809908315338895,1391.8,3406958.99050022,550836992.2744,6.5835,18.57471264367816,17104
2017-11-24,8214.487304,8029.481931,8326.903842,7888.994882999999,2685926757.31595,305735.0,9977010.84137572,1361966821649.11,56.5078545602444,1377.0,2677848.85111641,547035406.3713,6.6022,18.57471264367816,15801
2017-11-25,8793.791479000001,8214.487367,8793.791962000001,8167.717046,2302620556.51406,336689.0,10445729.471507499,1347001430558.0,53.8759512074881,1377.3165532879816,2899917.65325049,735743128.217,6.729909852598917,18.57471264367816,13162
2017-11-26,9329.889895,8793.786523,9574.042868999999,8732.637201000001,2290199012.3978896,329677.0,10244850.0585939,1347001430558.0,57.9216152378945,1377.3165532879816,2050315.30767253,808031942.1760001,6.729909852598917,62.0,18730
2017-11-27,9763.641133,9329.890220000001,9763.641133,9312.011789,3382462034.2421103,379256.0,11383166.7317709,1347001430558.0,59.9366794321589,1386.2,2426385.16650843,1236559027.359,6.5969,18.57471264367816,50835
2017-11-28,9944.485737,9763.641276,9974.002278,9644.895587,3229165153.44708,365977.0,10445729.471507499,1347001430558.0,59.2488190212512,1383.0,2880931.73888963,1251503748.8128,6.6076,18.57471264367816,58390
2017-11-29,9844.372532,9944.485831,11421.516486,8967.253018000001,4301831779.478829,398090.0,11584046.1446846,1347001430558.0,64.41054257041921,1415.7,3262042.94240384,996705854.69,6.6094,18.57471264367816,103067
2017-11-30,9923.515476999999,9844.042968000002,10800.744687999999,9000.0,3446153829.33153,384386.0,11182287.318857301,1347001430558.0,61.1897467190676,1398.4,2697792.32671816,3004921755.318,6.6128,18.57471264367816,79336
2017-12-01,10858.838475,9923.514081,10939.688411,9372.28,2503164990.16471,412908.0,12253644.1877299,1347001430558.0,62.620361365152796,1397.1,2319117.91462818,2422706700.2947,6.6174,18.57471264367816,54791
2017-12-02,10925.125032,10858.838817,11147.220347,10698.951831,1962210937.1320002,326354.0,10780528.4930301,1347001430558.0,73.870866025851,1377.3165532879816,2142790.41723758,1740537525.8832,6.729909852598917,18.57471264367816,31204
2017-12-03,11269.585274,10925.133747,11801.080347,10541.432409000001,2065023836.1632,353044.0,11784925.5575982,1347001430558.0,76.47802616225701,1377.3165532879816,1870464.10432921,1071047445.6545,6.729909852598917,86.0,31125
2017-12-04,11621.234367000001,11269.585201,11623.863774,10894.160946,2600783556.4555397,400686.0,12119724.5791208,1347001430558.0,70.25458063391021,1411.7,2613354.17930193,1794609217.28,6.6197,18.57471264367816,64783
2017-12-05,11680.59929,11621.012786,11873.275317,11451.912403,2657542627.73794,405709.0,11918845.1662072,1347001430558.0,70.9929112229956,1392.6,3015982.76508624,1369623771.2489998,6.6191,18.57471264367816,60623
2017-12-06,13624.278684,11680.599318999999,13699.985094999998,11678.737472,3394252519.10379,443587.0,14867776.0589056,1407975304733.0,73.7975858353143,1411.5,3531510.98127557,1149978202.2045,6.6149,18.57471264367816,70078
2017-12-07,16736.810692,13624.441904,16737.558075999998,13133.398938,5271885974.647571,374917.0,11941671.196248598,1590896927258.0,91.37089501308371,1391.3,3449008.95834804,1455207332.2967,6.6193,18.57471264367816,131165
2017-12-08,16324.79806,16736.834112,17395.439931,13801.405634,4805489431.71187,385092.0,12337090.7722833,1590896927258.0,107.275875401684,1379.1,2492427.01359836,4956849516.1936,6.6212,18.57471264367816,123795
2017-12-09,15221.750800999998,16325.614854,16493.980529,13337.58488,3943426403.6660295,403399.0,13760601.246008301,1590896927258.0,104.044428990352,1377.3165532879816,2895169.90410449,3080965561.0329,6.729909852598917,18.57471264367816,55273
2017-12-10,15326.0,15222.156725,16246.618393,13197.080242,3660690673.76365,341420.0,12969762.0939389,1590896927258.0,107.822603671789,1377.3165532879816,1987675.08041954,1641695052.3389,6.729909852598917,85.0,49833
2017-12-11,16821.904683,15326.0,17476.606855,15213.8007,4272284928.33151,368598.0,13523349.5003875,1590896927258.0,118.826787788516,1395.95,2687922.7701092004,2382377788.817,6.6186,18.57471264367816,108907
2017-12-12,17604.68964,16842.347687,17712.443547,16374.84259,5729890455.48235,372977.0,12337090.7722833,1590896927258.0,113.539312978685,1386.8,3302129.25712413,2064135120.3512,6.6215,18.57471264367816,101337
2017-12-13,16601.091594,17604.690372,17767.110066,15685.221155000001,4755215235.39204,424579.0,14709608.2284917,1590896927258.0,116.01540182119801,1392.0,3267550.70840003,674678693.456,6.6174,18.57471264367816,79883
2017-12-14,16646.359,16601.091598,17168.542428999997,16149.425281,3607678570.59655,490644.0,14630524.313284699,1590896927258.0,100.58565336653601,1367.6,2943542.64672682,1705817591.5657,6.6096,18.57471264367816,62363
2017-12-15,17722.898559,16644.712251,17906.022388,16608.625762,4219284344.1263,405676.0,13365181.669973599,1590896927258.0,118.165318044039,1377.8,2756649.27952242,1294259776.5019999,6.6093,18.57471264367816,50766
2017-12-16,19363.194115000002,17722.962362000002,19605.123081,17520.893218,3461171452.31103,364222.0,13523349.5003875,1590896927258.0,135.02292721095802,1377.3165532879816,2356102.92275215,1765320850.2934,6.729909852598917,18.57471264367816,33016
2017-12-17,18995.48988,19363.207619,19752.401087000002,18728.860431,5098289901.5807705,391910.0,14630524.313284699,1590896927258.0,141.60998426868,1377.3165532879816,2389062.95524273,1363500363.066,6.729909852598917,100.0,32181
2017-12-18,18942.066258000003,18995.488462999998,19222.48499,18067.753201,4869203329.46846,394239.0,16946489.2356708,1718045833483.09,136.427815813471,1384.3,3005751.29995231,1430800931.9494,6.6164,18.57471264367816,54379
2017-12-19,17685.879112,18942.066352,19097.099769999997,16804.279043000002,3906879033.0812297,378622.0,13035760.950516,1873105475221.0,116.815050828065,1364.9,1984897.72988431,1638480796.7274,6.6047,18.57471264367816,60352
2017-12-20,16478.761745,17689.564116999998,17881.729694999998,15622.766597999998,5449320743.10896,370277.0,12663310.6376441,1873105475221.0,119.37907827387698,1387.1,2227875.17809013,1981230494.7758,6.5785,18.57471264367816,59920
2017-12-21,15656.070108000002,16478.754090000002,17284.970259,15056.343487,3765982142.6379704,335482.0,12290860.324772198,1873105475221.0,135.173009168062,1396.5,1791086.42938149,2186032915.3336,6.5847,18.57471264367816,54466
2017-12-22,14090.88809,15656.268616,15857.293528999999,10774.951186,4135071530.9429703,380648.0,14432449.623785598,1873105475221.0,125.710491451273,1424.7,1901698.95018698,1695830711.3037,6.5774,18.57471264367816,54479
2017-12-23,14619.0,14090.889509999999,15830.258192,13749.82251,2381107619.03715,308211.0,12942648.372298,1873105475221.0,135.118563232675,1377.3165532879816,1781229.26358255,1758482732.8843,6.729909852598917,18.57471264367816,36579
2017-12-24,14146.113587,14619.0,14786.564583000001,12612.330375,2531170728.06185,279523.0,14153111.889131699,1873105475221.0,137.37138170836,1377.3165532879816,1427328.52493331,1442222397.4749,6.729909852598917,62.0,25229
2017-12-25,13916.751084,14146.174056,14623.501146999999,13348.134393,2523983332.0531397,228926.0,12570198.0594261,1873105475221.0,144.978323844008,1434.5,1810627.09798568,1536056548.3186,6.5397,18.57471264367816,44891
2017-12-26,15777.095829,13916.750935,16141.487278999999,13853.850683,3068717710.3976398,247440.0,13221986.1069519,1873105475221.0,156.200545320086,1436.8,2185221.9005926996,988326041.1110001,6.5453,18.57471264367816,56480
2017-12-27,15379.32951,15774.672078,16483.055344,14521.649596000001,4777859401.98801,307642.0,14525562.2020035,1873105475221.0,140.195627176783,1468.8,2323583.61840243,1500718838.4262,6.5568,18.57471264367816,35020
2017-12-28,14446.492318999999,15379.322772999998,15479.922094,13520.510138999998,3590765167.4259796,305053.0,13873774.154477697,1873105475221.0,123.93473849881201,1473.9,2067417.47415757,1402040700.4359,6.5334,18.57471264367816,32036
2017-12-29,14544.524569,14446.492314,15087.985236000002,14015.231546,3675013582.32083,353824.0,15363575.405965302,1873105475221.0,117.348448816351,1449.0,2311057.65922861,1607020050.9088,6.5067,18.57471264367816,27966
2017-12-30,12650.016498,14544.524897,14568.70582,12399.594696,3922944907.4099,344407.0,13687548.998041801,1873105475221.0,100.222281628375,1377.3165532879816,2243962.34386691,1162043233.0056,6.729909852598917,18.57471264367816,20648
2017-12-31,13880.0,12648.979657,14248.86046,12535.394892,3132315786.3277,290422.0,15177350.2495293,1873105475221.0,118.878309458972,1377.3165532879816,1638125.54625127,1506584173.1766,6.729909852598917,46.0,16155
2018-01-01,13406.56,13880.0,13890.21663,12844.635536,2493070308.6337104,241757.0,14975580.9596883,1922580604979.83,135.535323061897,1468.1,1683244.82942741,1000379552.84,6.5067,18.57471264367816,18389
2018-01-02,14762.1514,13406.56,15276.226703,12974.62224,3339191213.7855,340980.0,16415540.667350598,1931136454487.0,113.84216116980801,1464.3,2536938.59565949,660696459.5412,6.4933,18.57471264367816,34560
2018-01-03,15143.01,14762.150462,15398.018274000002,14560.519312999999,2887037503.5088396,395963.0,15071578.2735325,1931136454487.0,102.462144097995,1467.7,2816884.6123767,1365238569.4398,6.503,18.57471264367816,40642
2018-01-04,15144.70514,15143.326524,15403.030338999999,14197.155018000001,3959988059.4115705,425008.0,16127548.7258182,1931136454487.0,100.52698270696,1446.3,2737825.46133858,1059922923.7584,6.4933,18.57471264367816,37235
2018-01-05,16951.835577,15144.704966999998,17140.836512,14820.617749000001,4736424942.209021,342707.0,13727615.8797143,1931136454487.0,114.399122327603,1472.2,2921230.73442498,1311574416.3742,6.4887,18.57471264367816,32955
2018-01-06,17130.475045,16950.873975,17203.975331,16247.831500999999,3788672792.27674,358847.0,16127548.7258182,1931136454487.0,129.759451733182,1377.3165532879816,2979615.08569416,1629825236.7474,6.729909852598917,18.57471264367816,30874
2018-01-07,16171.295966999998,17130.475137,17141.648666999998,15757.492458,4861207106.843579,368187.0,15551564.842753198,1931136454487.0,121.98350928677401,1377.3165532879816,2757179.42461305,906109684.5569999,6.729909852598917,44.0,28271
2018-01-08,14993.74,16171.639537000001,16280.529332,13943.585216999998,4095843401.55246,345672.0,15935554.098129902,1931136454487.0,122.711498547997,1467.4,2520926.89168333,864432591.6939999,6.4998,18.57471264367816,40064
2018-01-09,14415.651516,14997.570403,15355.508874000001,14177.705419999998,3939529167.7197,360265.0,15743559.470441502,1931136454487.0,115.40396310642201,1453.6,2246011.72906948,1623235878.18,6.5297,18.57471264367816,41489
2018-01-10,14883.325743000001,14415.636803,14889.238868,13449.423121000002,3681293160.51603,347393.0,15935554.098129902,1931136454487.0,114.09836772694099,1461.8,2162979.76075194,1116810955.326,6.5081,18.57471264367816,49062
2018-01-11,13311.83,14883.243128,14970.0,12807.22264,3733633619.4557204,337959.0,18527481.5719221,1931136454487.0,126.202160769689,1423.4,1858450.48095441,1471688932.1852,6.4958,18.57471264367816,36625
2018-01-12,13814.466616,13311.83,14119.6,12895.677920999999,3201370800.58497,300091.0,17087521.864259697,1931136454487.0,129.199483748071,1408.6,1779515.71814438,1474449470.1920002,6.461,18.57471264367816,32988
2018-01-13,14197.955393,13814.466616,14546.102942,13797.736036000002,2572263037.14053,265735.0,16501289.1137539,2134254177773.12,128.16302658443,1377.3165532879816,1365097.69524724,946314221.587,6.729909852598917,18.57471264367816,20534
2018-01-14,13650.773768000001,14197.021823,14342.614302000002,13101.049378,2648247577.8720603,235045.0,17165770.5545763,2227847638503.0,141.614290151583,1421.0,1269172.79926966,709709926.9208,6.729909852598917,54.0,17864
2018-01-15,13576.829026,13650.773777,14300.868909,13426.481957,2791493116.89331,273623.0,16612036.0205577,2227847638503.0,120.745722838202,1395.3,1497810.16814616,723548274.3203,6.4371,18.57471264367816,26923
2018-01-16,11391.312156,13576.829183000002,13607.03,9987.800795000001,3280040384.20681,303725.0,17608758.1817911,2227847638503.0,103.19999149564501,1392.0,2889286.58911247,787732866.9914,6.444,18.57471264367816,36107
2018-01-17,11176.87,11391.096866,11786.541856,9141.836128,2919536905.70861,315771.0,18494733.4362209,2227847638503.0,92.7762435876046,1382.2,2469526.1942497003,3181013549.0601,6.4343,18.57471264367816,42533
2018-01-18,11296.60886,11185.28,12132.857006999999,10701.585248000001,2771757628.4147396,309495.0,19159214.877043203,2227847638503.0,104.663622777906,1386.8,2156724.2005386003,3269145779.4472,6.4203,18.57471264367816,29780
2018-01-19,11545.513989000001,11296.608898,12021.274974,11064.847506,2549311163.2792,243619.0,18273239.622613396,2227847638503.0,120.900343455819,1360.6,1953499.50915421,1934446829.373,6.404,18.57471264367816,23859
2018-01-20,12770.027943000001,11545.513989000001,12998.99,11525.94,2591920373.50638,240611.0,19712949.4110618,2227847638503.0,137.559284713305,1377.3165532879816,1460377.69958238,1204269035.298,6.729909852598917,18.57471264367816,16433
2018-01-21,11511.246551,12770.027943000001,12774.305492,11114.312805,1836973709.31205,215622.0,20709671.5722952,2227847638503.0,147.857056460239,1377.3165532879816,1108525.07146823,1225700423.065,6.729909852598917,36.0,14054
2018-01-22,10777.428655,11511.200305,11863.31382,10042.42,2235518464.56961,245562.0,18494733.4362209,2227847638503.0,108.78403145712099,1501.0,1525531.99580504,1175503832.9436,6.4053,18.57471264367816,25069
2018-01-23,10845.481858,10775.386881999999,11371.128959,9960.383092,1903407628.4096699,271936.0,19602202.504258,2227847638503.0,98.0192037211745,1564.3,1539514.45965906,1465499538.7331,6.4047,18.57471264367816,20307
2018-01-24,11392.934418,10845.482651,11477.948455,10480.185318,2043489449.82019,250423.0,19491455.5974543,2227847638503.0,108.78921441688499,1558.3,1502763.71387053,1423493479.2224,6.37,18.57471264367816,20963
2018-01-25,11146.757044,11395.18425,11699.310597,10858.180317,2140259555.30853,236580.0,20445148.5647756,2460585023617.37,104.837545215046,1586.2,1357490.31663831,1076890874.306,6.3238,18.57471264367816,20665
2018-01-26,11098.892828,11146.757125,11611.71551,10297.81,2828780181.6224604,220459.0,20056949.5413938,2603077300218.0,108.011622378577,1572.0,1702177.3888898997,903886494.1449,6.3201,18.57471264367816,17277
2018-01-27,11428.127457999999,11098.892828,11597.124446,10852.229468000001,1342886808.8662,193578.0,20315748.890315,2603077300218.0,123.665162837462,1377.3165532879816,1363301.06797615,1330161211.8144,6.729909852598917,18.57471264367816,12085
2018-01-28,11687.914566,11428.127457999999,11969.16216,11356.925170999999,1946407701.49201,213446.0,20445148.5647756,2603077300218.0,115.21402605829999,1377.3165532879816,3128906.09631923,873498645.6154,6.729909852598917,39.0,11913
2018-01-29,11156.430047,11687.914566,11777.851564,11006.901432999999,1802719595.8518,232176.0,19151151.8201696,2603077300218.0,96.4512716964392,1575.4,1941048.85270316,849439447.6602,6.3375,18.57471264367816,18377
2018-01-30,9983.900768000001,11156.38067,11158.315748,9747.518081,1846238745.0173898,236609.0,21609745.634921104,2603077300218.0,101.644433550342,1551.8,2359671.26612013,747230355.0536,6.3239,18.57471264367816,18539
2018-01-31,10102.082867000001,9983.900442,10302.083279,9597.996367,1604449356.4928699,204276.0,15139761.911890803,2603077300218.0,80.4315728963141,1552.8,1785708.48638844,1445440048.8948,6.2888,18.57471264367816,23166
2018-02-01,9010.210912,10102.082233,10169.87,8455.0,2614260637.5456,257664.0,20703947.913696803,2603077300218.0,82.24233395621451,1575.1,2190613.27516081,1071289592.88,6.2995,18.57471264367816,24795
2018-02-02,8810.23804,9009.549543000001,9082.242689,7625.25,2817679981.5502896,235918.0,21739145.309381697,2603077300218.0,86.2577927661084,1600.0,1460796.37959501,1734879504.5345,6.3014,18.57471264367816,27252
2018-02-03,9225.86,8810.239195999999,9480.773734,8164.397913,1469365012.8785,194891.0,20445148.5647756,2603077300218.0,97.43724682457359,1377.3165532879816,910042.479216002,2491149103.6881,6.729909852598917,18.57471264367816,20668
2018-02-04,8191.3214450000005,9225.86,9349.271582,7863.305511,1685654407.5209801,173687.0,23033142.053987697,2603077300218.0,116.928755506511,1377.3165532879816,972248.5046672759,1089038712.0208,6.729909852598917,46.0,19948
2018-02-05,6901.380797,8189.729491,8338.111659,6583.388625,1950770956.6180198,216363.0,23938939.775212,2603077300218.0,88.33321163077329,1594.8,1848912.71449762,1199569483.5732,6.29,18.57471264367816,33650
2018-02-06,7702.859319,6901.380797,7935.57,5922.20443,1921193986.2884,244120.0,24293141.3193202,2607870187292.06,63.8501937919114,1606.2,1914332.61631062,2089572991.4910002,6.2833,18.57471264367816,30039
2018-02-07,7574.66,7702.859319,8637.330286,7225.745349,1651883624.31755,213719.0,20149017.211906698,2874674234415.0,70.2650489547429,1595.8,1160111.91246949,3408073088.7663,6.2694,18.57471264367816,21567
2018-02-08,8247.357331000001,7574.66,8623.607476000001,7573.6,1760113297.0382102,173289.0,18720008.899005603,2874674234415.0,81.3318227291612,1604.6,1171509.55403524,1814762086.6278,6.327,18.57471264367816,21085
2018-02-09,8697.090747,8247.357331000001,8715.479355,7754.586212,1627521235.26492,177860.0,19291612.224166002,2874674234415.0,82.39497950992141,1606.2,1144162.67234831,1400664131.4024,6.2969,18.57471264367816,22483
2018-02-10,8547.49,8697.964591,9086.584471,8165.537112999999,1017797853.8234801,181783.0,20434818.874486998,2874674234415.0,91.66892461225879,1377.3165532879816,1537986.39994014,1249304448.9552,6.729909852598917,18.57471264367816,15219
2018-02-11,8075.85073,8547.49,8551.427378,7853.157577,725944269.577221,147208.0,21578025.524807896,2874674234415.0,109.545543564982,1377.3165532879816,1398605.05384881,1178588589.5,6.729909852598917,26.0,14565
2018-02-12,8877.655367,8075.85073,8973.969308,8073.874104,1576864627.21172,186918.0,23721537.9941597,2874674234415.0,99.51055040868691,1613.8,1674741.82471679,858240548.9922,6.3275,18.57471264367816,20137
2018-02-13,8517.970231,8877.655367,8924.648686,8379.67,1266134857.40392,182984.0,23435736.331579503,2874674234415.0,99.87389643814208,1607.5,1315762.89938924,987896393.16,6.341,18.57471264367816,19654
2018-02-14,9490.720298999999,8517.970231,9513.587379999999,8517.882506999998,1332806623.21087,196417.0,25579248.8009313,2874674234415.0,105.656205897026,1611.3,1557016.97897317,732425325.0496,6.3482,18.57471264367816,18805
2018-02-15,10031.23,9490.479159,10243.727439,9357.067365,1273384159.19045,198183.0,18720008.899005603,2874674234415.0,84.5223709285119,1604.6,1418774.18366198,1138250927.2096,6.3482,18.57471264367816,21559
2018-02-16,10183.787101,10031.23,10303.21531,9727.976364,1066535211.87328,187738.0,22435430.5125487,2874674234415.0,107.867711852188,1592.5,1102895.65944928,1520173447.8267,6.3482,18.57471264367816,17030
2018-02-17,11107.000128,10184.666717,11136.17822,10058.914509999999,862408575.1138519,173789.0,21292223.862227697,2874674234415.0,117.098578404867,1377.3165532879816,1473900.18968141,972263786.9056,6.729909852598917,18.57471264367816,13166
2018-02-18,10380.313698,11107.000252,11295.906374,10166.056536,893696801.1361561,159495.0,23149934.6689992,2874674234415.0,140.23445084893,1590.6,1639023.58066962,1215318036.3898,6.729909852598917,23.0,10389
2018-02-19,11145.484019,10380.32855,11258.696083,10315.32,1250363981.08978,187367.0,23149934.6689992,2874674234415.0,123.108299410527,1588.3,1789525.59119401,1446183867.9938,6.3482,18.57471264367816,13307
2018-02-20,11231.894122,11145.483992,11774.536208,11070.333562,1499839827.37536,198455.0,21079198.6660777,2967853337743.98,105.354393010975,1591.5,1268017.87932992,1088412789.1382,6.3482,18.57471264367816,26099
2018-02-21,10454.570087,11232.077498999999,11274.401425,10251.265181,1582027830.2881699,205201.0,25265138.826717198,3007383866429.0,113.56981252510599,1577.8,1325803.33981783,1482868607.2068,6.3482,18.57471264367816,11335
2018-02-22,9830.052879,10454.570087,10923.32,9728.660395,2569053251.11412,183235.0,22275181.569117602,3007383866429.0,106.96060116963699,1576.6,1494875.80154908,1751252242.7958,6.35,18.57471264367816,11019
2018-02-23,10158.121754,9830.052834999999,10393.040584999999,9598.785254,1752604869.4962,185193.0,22125683.7062376,3007383866429.0,104.43793600484899,1574.8,1010312.59585165,1552533068.4702,6.3373,18.57471264367816,9067
2018-02-24,9689.099311,10158.121775,10515.664695,9377.077023,1691425255.69263,154534.0,21677190.117597602,3007383866429.0,122.62695522493401,1377.3165532879816,746134.7535566441,1286052865.794,6.729909852598917,18.57471264367816,7042
2018-02-25,9587.235209999999,9689.099306999999,9856.2,9303.579158,735383768.774946,144869.0,25564134.5524772,3007383866429.0,144.02822492504,1377.3165532879816,605383.320573031,1111682121.7824,6.729909852598917,19.0,12238
2018-02-26,10299.835238,9589.83,10450.821633,9401.25561,1085982484.71539,186474.0,21079198.6660777,3007383866429.0,96.0836645532095,1574.6,845197.491744043,702156577.3621,6.316,18.57471264367816,14366
2018-02-27,10552.235218000002,10299.83537,10846.579805,10143.99,1471584179.61286,219624.0,23919658.0607974,3007383866429.0,98.481440038354,1574.6,945506.24596197,1102352166.9636,6.317,18.57471264367816,15607
2018-02-28,10308.764561,10561.06,11040.441318000001,10264.470345,2141873922.79825,189223.0,23172168.7463975,3007383866429.0,113.679963556419,1572.1,1383087.97303506,947534416.9062,6.3311,18.57471264367816,12635
2018-03-01,10899.425926,10308.764772,11071.936348000001,10223.43,2017041859.63693,233744.0,24667147.375197303,3007383866429.0,95.63405898886101,1571.9,1322629.8780572999,1008948245.9602,6.3582,18.57471264367816,9393
2018-03-02,11022.347339,10899.425853,11150.776029999999,10777.536909,1313477097.70807,195073.0,23321666.609277498,3007383866429.0,113.370090019507,1577.7,975776.272764159,877677223.9032,6.3454,18.57471264367816,18595
2018-03-03,11436.249787,11022.348126,11495.89296,11020.062762000001,1044510356.0080099,177024.0,26909615.3183971,3007383866429.0,146.826423212899,1377.3165532879816,789724.28937326,759894065.8704,6.729909852598917,18.57471264367816,6361
2018-03-04,11469.612126,11436.24998,11498.726607999999,11058.4,1038040067.9934199,160231.0,22125683.7062376,3007383866429.0,132.269440067678,1377.3165532879816,623927.249627926,745890864.6954,6.729909852598917,19.0,6973
2018-03-05,11417.39,11469.621082,11651.927663,11403.675997,1573034810.8403301,201438.0,24372959.7309369,3233581400367.21,109.090078977596,1595.2,902570.350973113,642906304.456,6.3495,18.57471264367816,8735
2018-03-06,10710.954232,11417.39,11418.003574,10568.402495,1313036217.13425,206016.0,25517998.1075581,3290605988755.0,106.58583392277599,1615.2,939487.073907465,714536991.6552,6.3098,18.57471264367816,21173
2018-03-07,9903.169715,10710.949974,10891.548106,9441.865662,1632297968.61173,213978.0,25681575.018504,3290605988755.0,98.79485630476792,1586.2,931240.7431746341,1109670859.0003,6.3255,18.57471264367816,17197
2018-03-08,9293.521291,9903.891638,10101.398804999999,9082.486255,1400448401.50846,196422.0,26499459.5732334,3290605988755.0,101.85304350467199,1572.4,1018318.34934711,1677040469.5836,6.3422,18.57471264367816,8786
2018-03-09,9252.754183,9293.510005,9410.0,8374.974547,1845969389.0662801,198180.0,23882228.9980992,3290605988755.0,84.6350275900364,1578.2,1207455.65594262,1333961757.815,6.3325,18.57471264367816,8126
2018-03-10,8791.47,9252.500761,9510.431103,8728.496951000001,1007063308.8619901,156228.0,22900767.5324239,3290605988755.0,105.86891658167801,1377.3165532879816,625890.068493036,1994073353.28,6.729909852598917,18.57471264367816,5800
2018-03-11,9532.172092,8791.47,9755.827657,8497.600776000001,990148653.737742,150884.0,25027267.3747204,3290605988755.0,117.12216511768,1377.3165532879816,784076.104283849,897354070.8552,6.729909852598917,19.0,10048
2018-03-12,9112.436276,9532.172048,9888.0,8785.0,1128481461.10965,188394.0,26335882.6622875,3290605988755.0,102.61458068732401,1577.6,1019469.31707031,1308310990.257,6.33,18.57471264367816,10862
2018-03-13,9149.626682,9112.436753,9476.030956,8855.545519,1429321787.63685,196140.0,25845151.9294498,3290605988755.0,95.8283181828082,1603.6,1602213.51617503,1268254508.4,6.3216,18.57471264367816,10493
